Horror Wiki Index,char index,actor,character,stripped character
609,1,Angela Bettis,Jenna O'Connor,jenna oconnor
609,2,Rufus Sewell,Eric Stark,eric stark
609,3,Christina Ricci,Cheri Post,cheri post
609,4,Holliston Coleman,Cody O'Connor,cody oconnor
609,5,Jimmy Smits,Agent John Travis,agent john travis
609,6,Michael Gaston,Detective Frank Bugatti,detective frank bugatti
609,7,Lumi Cavazos,Sister Rosa,sister rosa
609,8,Ian Holm,Reverend Grissom,reverend grissom
361,0,Kevin Dillon,Brian Flagg,brian flagg
361,1,Shawnee Smith,"Megan ""Meg"" Penny",megan meg penny
361,2,Donovan Leitch,"Paulerson ""Paul"" Taylor",paulerson paul taylor
361,3,Jeffrey DeMunn,"Sheriff Herbert ""Herb"" Geller",sheriff herbert herb geller
361,4,Candy Clark,"Francine ""Fran"" Hewitt",francine fran hewitt
361,5,Joe Seneca,Dr. Christopher Meddows,dr christopher meddows
361,6,Del Close,Reverend Jacob Meeker,reverend jacob meeker
361,7,Paul McCrane,"Deputy William ""Bill"" Briggs",deputy william bill briggs
361,8,Robert Axelrod,Jennings,jennings
361,9,Beau Billingslea,Moss Woodley,moss woodley
361,10,Michael Kenworthy,Kevin Penny,kevin penny
361,11,Douglas Emerson,"Edward ""Eddie"" Beckner",edward eddie beckner
361,12,Jamison Newlander,Anthony Beckner,anthony beckner
361,13,Judith Flanagan,Eddie's Mother,eddies mother
361,14,Art LaFleur,"Pharmacist/Thomas ""Tom"" Penny",pharmacist thomas tom penny
361,15,Sharon Spelman,Debra Penny,debra penny
361,16,Billy Beck,Can Man,can man
361,17,Bill Moseley,Soldier #2,soldier 2
361,18,Erika Eleniak,"Victoria ""Vicki"" De Soto",victoria vicki de soto
361,19,Ricky Paull Goldin,"Prescott ""Scott"" Jeske",prescott scott jeske
361,20,Frank Collison,Hobbs,hobbs
361,21,Jack Rader,Colonel Hargis,colonel hargis
361,22,Clayton Landey,George Ruit,george ruit
361,23,Noble Craig,Puddle Soldier,puddle soldier
183,0,David Huffman,Harry Caulder,harry caulder
183,1,Marianna Hill,Catherine Hutton,catherine hutton
183,2,John Saxon,Captain Pearson,captain pearson
183,3,Burt Young,Sergeant Royko,sergeant royko
183,4,Otis Young,Lieutenant Piantadosi,lieutenant piantadosi
183,5,Stefan Gierasch,Dr. Dimitrios,dr dimitrios
183,6,Lena Pousette,Marie,marie
183,7,Darrell Fetty,Hoagy,hoagy
183,8,Eleanor Zee,Mrs. Selden,mrs selden
183,9,Pamela McMyler,Mrs. Hench,mrs hench
183,10,Harriet Medin,Ruth Hutton,ruth hutton
183,11,Mickey Fox,Moose,moose
328,0,Rick Burks,Michael Tutman,michael tutman
328,1,Carl Crew,George Tutman,george tutman
328,2,LaNette LaFrance,Sheba Jackson,sheba jackson
328,3,Roger Dauer,Mark Shepard,mark shepard
328,4,Lisa Guggenheim,Connie Stanton,connie stanton
328,5,Max Morris,Chief Miller,chief miller
328,6,Roxanne Cybelle,Little Michael,little michael
328,7,Sir Rodenheaver,Little George,little george
328,8,Drew Godderis,Anwar Namtut,anwar namtut
328,9,Tanya Papanicolas,Sheetar/Bitsy,sheetar bitsy
328,10,Michael Barton,Vitamin,vitamin
328,11,John Barton Shields,Little Jimmy Hitler,little jimmy hitler
328,12,Effie Bilbrey,Peggy,peggy
328,13,Karen Hazelwood,Babs,babs
328,14,Bob Loya,Stan Saldin,stan saldin
328,15,Alisa Alvarez-Wood,Aerobic Girl,aerobic girl
328,16,Al Davis,Blonde Dancer,blonde dancer
328,17,Gene Wells,Doctor,doctor
587,0,Jack Maturin,Virgil Travis,virgil travis
587,1,Debra Mayer,Moira Yulin,moira yulin
587,2,William Paul Burns,Mr. Mascaro,mr mascaro
587,3,Warren Draper,Harrison Yulin,harrison yulin
587,4,Nicholas Worth,George Warbeck,george warbeck
587,5,Jodie Coady,Mercy Shaw,mercy shaw
587,6,Phil Fondacaro,Hylas,hylas
587,7,Naomi McClure,Cindy Agami,cindy agami
587,8,Jack Forbes,Squires,squires
1165,0,Seychelle Gabriel,Sam,sam
1165,1,Robbie Kay,Dax,dax
1165,2,Jacob Batalon,Krill,krill
1165,3,Barbara Dunkelman,Ashley,ashley
1165,4,Chris Doubek,Roger Hinckley,roger hinckley
1165,5,Nick Rutherford,Lenjamin Cain,lenjamin cain
1165,6,Tate Donovan,Dr. Vaughn Conway,dr vaughn conway
55,0,Udo Kier,Count Dracula,count dracula
55,1,Joe Dallesandro,Mario Balato,mario balato
55,2,Vittorio De Sica,Il Marchese Di Fiore,il marchese di fiore
55,3,Maxime McKendry,La Marchesa Di Fiore,la marchesa di fiore
55,4,Arno Juerging,Anton,anton
55,5,Milena Vukotic,Esmeralda,esmeralda
55,6,Dominique Darel,Saphiria,saphiria
55,7,Stefania Casini,Rubinia,rubinia
55,8,Silvia Dionisio,Perla,perla
55,9,Roman Polański,Man in tavern,man in tavern
151,0,Charles McCrann,Charles Austin) - Tom Cole,charles austin tom cole
151,1,Beverly Shapiro,Polly Cole,polly cole
151,2,Dennis Helfend,Hermit,hermit
151,3,John Amplas,Phillips,phillips
184,0,Lori Lethin,Joyce Russel,joyce russel
184,1,Melinda Cordell,Mrs. Brody,mrs brody
184,2,Julie Brown,Beverly Brody,beverly brody
184,3,Joe Penny,Mr. Harding,mr harding
184,4,Bert Kramer,Sherriff James Brody,sherriff james brody
184,5,K.C. Martel,Timmy Russel,timmy russel
184,6,Elizabeth Hoy,Debbie Brody,debbie brody
184,7,Billy Jayne,Curtis Taylor,curtis taylor
184,8,Andrew Freeman,Steven Seton,steven seton
184,9,Susan Strasberg,Miss Viola Davis,miss viola davis
184,10,José Ferrer,Doctor,doctor
184,11,Ben Marley,Duke Benson,duke benson
184,12,Erica Hope,Annie Smith,annie smith
184,13,Ellen Geer,Madge,madge
612,0,Jessica Morris,Julie 'Jewels' McConnell,julie jewels mcconnell
612,1,Peter Guillemette,Patrick/Nelson Hammond,patrick nelson hammond
612,2,Patrick Cavanaugh,Tobe,tobe
612,3,Crystalle Ford,Drew Zemke/Patricia Zemke,drew zemke patricia zemke
612,4,Michael Stone,Dean,dean
612,5,Justin Ross Martin,Jason 'Jas' Hathaway,jason jas hathaway
612,6,Tracy Pacheco,Whitney 'Whit' Chambers,whitney whit chambers
612,7,Lindsey Leigh,Jamie,jamie
612,8,David Smigelski,Brad Thompson,brad thompson
612,9,William Winter,Doug,doug
612,10,Michael Prohaska,Sheriff Williams,sheriff williams
612,11,Jerry Richards,Tommy 'Tom' McConnell,tommy tom mcconnell
612,12,Bobby Stuart,Henry,henry
612,13,Brian Messing,Deputy Billy,deputy billy
612,14,Ricky Courtney,Paramedic,paramedic
668,0,Katy Woodruff,Tracy,tracy
668,1,Amanda Magarian,Sofie,sofie
668,2,Kelly Gunning,Mike,mike
668,3,Tiffany Shepis,Angela,angela
668,4,Raymond Novarro Smith,Elvis,elvis
668,5,Arthur Benjamin,Rick,rick
668,6,Tom Mullen,Ryan,ryan
668,7,Lane Anderson,James,james
668,8,Virginia Mendoza,Juanita,juanita
668,9,John Colton,Sheriff Miller,sheriff miller
668,10,Carl Strecker,Deputy Tim,deputy tim
668,11,Benjamin Schneider,Deputy Carver,deputy carver
668,12,Tyler Sedustine,Jason,jason
330,0,Steve Railsback,Detective Jim Bishop,detective jim bishop
330,1,Gwynyth Walsh,Dr. Rachel Carson,dr rachel carson
330,2,Susan Anspach,Dr. Judith Glass,dr judith glass
330,3,Don Lake,Dr. Elliot Jacobs,dr elliot jacobs
330,4,Sandy Webster,Fred Adams,fred adams
330,5,Helen Hughes,Marwella Harbison,marwella harbison
1166,0,Luke Prael,Jacob Rathbone,jacob rathbone
1166,1,Nadia Alexander,Phil,phil
1166,2,Sterling Jerins,Christine Holcomb,christine holcomb
1166,3,Kobi George,Lenny,lenny
1166,4,Kadin George,Calvin,calvin
1166,5,Nicholas J. Oliveri,Elwood Ramsay,elwood ramsay
1166,6,Christopher Dylan White,Frederic,frederic
1166,7,David Aaron Baker,Davis Rathbone,davis rathbone
1166,8,Samantha Mathis,Isabel,isabel
1166,9,Robert John Burke,Mr. Holcomb,mr holcomb
1166,10,Charlotte Ubben,Mrs. Holcomb,mrs holcomb
1166,11,Chris LaPanta,Claude,claude
1166,12,Stephen Bogardus,Phil's father,phils father
1166,13,Lucy Walters,Mrs. Ramsay,mrs ramsay
1166,14,Will Patton,Dr Sherman / The Usurper,dr sherman usurper
1166,15,Tammy Blanchard,Mrs Sherman / Mrs Lynn Adams,mrs sherman mrs lynn adams
1166,16,Sonya Balsara,Young Feiga,young feiga
1166,17,Allison Winn,Young Tsipi,young tsipi
1166,18,Barbara Kingsley,Elderly Tsipi,elderly tsipi
1166,19,Tim Haber,Nazi Soldier,nazi soldier
625,0,Snoop Dogg,Jimmy Bones,jimmy bones
625,1,Pam Grier,Pearl,pearl
625,2,Michael T. Weiss,Lupovich,lupovich
625,3,Clifton Powell,Jeremiah Peet,jeremiah peet
625,4,Ricky Harris,Eddie Mack,eddie mack
625,5,Bianca Lawson,Cynthia,cynthia
625,6,Khalil Kain,Patrick Peet,patrick peet
625,7,Merwin Mondesir,Bill Peet,bill peet
625,8,Sean Amsing,Maurice,maurice
625,9,Katharine Isabelle,Tia Peet,tia peet
625,10,Ronald Selmour,Shotgun,shotgun
625,11,Deezer D,Stank,stank
625,12,Garikayi Mutambirwa,Weaze,weaze
625,13,Erin Wright,Snowflake,snowflake
625,14,Josh Byer,Jason,jason
625,15,Kirby Morrow,Palmer,palmer
625,16,Ellen Stephenovna Ewusie,The Death Lady,death lady
625,17,Lynda Boyd,Nancy Peet,nancy peet
1099,0,Tyler Perry,"Mabel ""Madea"" Simmons",mabel madea simmons
1099,1,Cassi Davis,"Betty Ann ""Aunt Bam"" Murphy",betty ann aunt bam murphy
1099,2,Patrice Lovely,Hattie Mae Love,hattie mae love
1099,3,Bella Thorne,Rain Mathison,rain mathison
1099,4,Yousef Erakat,Jonathan,jonathan
1099,5,Lexy Panterra,Leah Devereaux,leah devereaux
1099,6,Andre Hall,Quinton,quinton
1099,7,Brock O’Hurn,Horse,horse
1099,8,Liza Koshy,Aday Walker,aday walker
1099,9,Diamond White,Tiffany Simmons,tiffany simmons
1099,10,Kian Lawley,Bean Boy,bean boy
1099,11,Jc Caylen,Mikey,mikey
1099,12,Jimmy Tatro,Sean,sean
1099,13,Tyga,Tyga,tyga
1099,14,Mike Tornabene,Dino,dino
1099,15,Bradley Martyn,frat boy #9,frat boy 9
1099,16,Mario Rodriguez,frat boy #10.,frat boy 10
215,0,Rebecca Balding,Trish Michaels,trish michaels
215,1,Fred McCarren,Mark Kinner,mark kinner
215,2,Anne-Marie Martin,Jessica Ford,jessica ford
215,3,Jeff Harlan,Roger Lowrie,roger lowrie
215,4,John Crawford,Brian Deering,brian deering
215,5,Med Flory,Dan Ostroff,dan ostroff
215,6,Jon Lormer,Blanchard,blanchard
215,7,Scott Wilkinson,Deputy Greenwalt,deputy greenwalt
709,0,Barry Watson,Tim Jensen,tim jensen
709,1,Emily Deschanel,Kate Houghton,kate houghton
709,2,Skye McCole Bartusiak,Franny Roberts,franny roberts
709,3,Tory Mussett,Jessica,jessica
709,4,Andrew Glover,Boogeyman,boogeyman
709,5,Charles Mesure,Mr. Jensen,mr jensen
709,6,Lucy Lawless,Mary Jensen,mary jensen
709,7,Phil Gordon,Uncle Mike,uncle mike
709,8,Aaron Murphy,Young Tim Jensen,young tim jensen
709,9,Robyn Malcolm,Dr. Matherson,dr matherson
793,0,Danielle Savre,Laura Porter,laura porter
793,1,Matt Cohen,Henry Porter,henry porter
793,2,Tobin Bell,Dr. Mitchell Allen,dr mitchell allen
793,3,Renée O'Connor,Dr. Jessica Ryan,dr jessica ryan
793,4,Chrissy Griffith,Nicky,nicky
793,5,Michael Graziadei,Darren,darren
793,6,Mae Whitman,Alison,alison
793,7,Johnny Simmons,Paul,paul
793,8,David Gallagher,Mark,mark
793,9,Lesli Margherita,Gloria,gloria
793,10,Tom Lenk,Katy Perry,katy perry
793,11,Sammi Hanratty,Young Laura Porter,young laura porter
793,12,Jarrod Bailey,Young Henry Porter,young henry porter
793,13,Lucas Fleischer,Mr. Harry Porter,mr harry porter
793,14,Suzanne Jamieson,Mrs. Porter,mrs porter
793,15,Christopher John Fields,Detective,detective
793,16,Mocking Bird,Crazy Dave,crazy dave
868,0,Chuck Hittinger,David,david
868,1,Erin Cahill,Sarah,sarah
868,2,George Maguire,Jeremy,jeremy
868,3,Mimi Michaels,Lindsay,lindsay
868,4,WB Alexander,Lukas,lukas
868,5,Matt Rippy,Roger Kane,roger kane
868,6,Nikki Sanderson,Audrey Allen,audrey allen
868,7,Elyes Gabel,Ben,ben
868,8,Galina Talkington,Katie,katie
868,9,Jayne Wisener,Amy,amy
868,10,Nikolai Sotirov and Vladimir Yossifov,Boogeyman,boogeyman
613,0,Kim Director,Kim Diamond,kim diamond
613,1,Jeffrey Donovan,Jeffrey Patterson,jeffrey patterson
613,2,Erica Leerhsen,Erica Geerson,erica geerson
613,3,Tristine Skyler,Tristen Ryler,tristen ryler
613,4,Stephen Barker Turner,Stephen Ryan Parker,stephen ryan parker
613,5,Lanny Flaherty,Sheriff Ronald Cravens,sheriff ronald cravens
613,6,Kenned Sisco,Peggy,peggy
1100,0,Lauren Cohan,Greta Evans,greta evans
1100,1,Rupert Evans,Malcolm,malcolm
1100,2,Jim Norton,Mr. Heelshire,mr heelshire
1100,3,Diana Hardcastle,Mrs. Heelshire,mrs heelshire
1100,4,Ben Robson,Cole,cole
1100,5,James Russell,Adult Brahms,adult brahms
1100,6,Jett Klyne,Young Brahms,young brahms
390,0,David Gale,Dr. Anthony Blakely,dr anthony blakely
390,1,Tom Bresnahan,Jim Majelewski,jim majelewski
390,2,Cynthia Preston,Janet,janet
390,3,George Buza,Varna,varna
390,4,Brett Pearson,Willie,willie
390,5,Sarah Chapple,Debbie Hodges,debbie hodges
390,6,Christine Kossak,Vivian,vivian
362,0,Rick Hearst,Brian,brian
362,1,Gordon MacDonald,Mike,mike
362,2,Jennifer Lowry,Barbara,barbara
362,3,Theo Barnes,Morris,morris
362,4,Lucille Saint-Peter,Martha,martha
362,5,Vicki Darnell,Blonde in Hell,blonde in hell
362,6,Joseph Gonzalez,Guy in shower,guy in shower
362,7,Bradlee Rhodes,Night watchman,night watchman
479,0,Timothy Balme,Lionel Cosgrove,lionel cosgrove
479,1,Diana Peñalver,Paquita Maria Sanchez,paquita maria sanchez
479,2,Elizabeth Moody,Vera Cosgrove Lionel's mother,vera cosgrove lionels mother
479,3,Ian Watkin,Uncle Les Kalkon Vera's brother,uncle les kalkon veras brother
479,4,Brenda Kendall,Nurse Emma Mc Tavish,nurse emma mc tavish
479,5,Stuart Devenie,Father Jon McGruder,father jon mcgruder
479,6,Jed Brophy,"Thomas Jacob ""Void"" Randell",thomas jacob void randell
479,7,Stephen Pappd,Zombie Jon McGruder,zombie jon mcgruder
479,8,Murray Keane,"Pete ""Scroat"" Otis",pete scroat otis
479,9,Glenis Levestam,Mrs. Nora Matheson,mrs nora matheson
479,10,Lewis Rowe,Mr. Albert Matheson,mr albert matheson
479,11,Elizabeth Mulfaxe,Rita Bridell,rita bridell
479,12,Harry Sinclair,Roger Tryton,roger tryton
479,13,Davina Whitehouse,Mary Sanchez Paquita's grandmother,mary sanchez paquitas grandmother
479,14,Silvio Famularo,Slaver Don Sanchez Paquita's father,slaver don sanchez paquitas father
479,15,Daniel Sabic,Baby Zombie Selwyn Matheson,baby zombie selwyn matheson
479,16,Tommy Dee Jacy,Sumatrn Rat-Monkey/Various Zombies,sumatrn rat monkey various zombies
479,17,Bill Ralston,Zoo official Stewart McAlden,zoo official stewart mcalden
479,18,Forrest J. Ackerman,Forry,forry
480,0,Gary Oldman,Count Dracula/Vlad III the Impaler,count dracula vlad iii impaler
480,1,Winona Ryder,Mina Harker/Elisabeta,mina harker elisabeta
480,2,Anthony Hopkins,Professor Abraham Van Helsing/Priest/Principal Narrator,professor abraham van helsing priest principal narrator
480,3,Keanu Reeves,Jonathan Harker,jonathan harker
480,4,Richard E. Grant,Dr. Jack Seward,dr jack seward
480,5,Cary Elwes,Sir Arthur Holmwood,sir arthur holmwood
480,6,Billy Campbell,Quincey Morris,quincey morris
480,7,Sadie Frost,Lucy Westenra,lucy westenra
480,8,Tom Waits,R. M. Renfield,r m renfield
480,9,Monica Bellucci,Dracula's Bride,draculas bride
480,10,Michaela Bercu,Dracula's Bride,draculas bride
480,11,Florina Kendrick,Dracula's Bride,draculas bride
480,12,Jay Robinson,Mr. Hawkins,mr hawkins
751,0,Michelle Rodriguez,Nicki,nicki
751,1,Richard T. Jones,Mike,mike
751,2,Oliver Hudson,John,john
751,3,Taryn Manning,Sara,sara
751,4,Eric Lively,Matt,matt
751,5,Hill Harper,Noah,noah
751,6,Nick Boraine,Luke,luke
751,7,Lisa-Marie Schneider,Jenny,jenny
277,0,Sting,Baron Charles Frankenstein,baron charles frankenstein
277,1,Jennifer Beals,Eva,eva
277,2,Clancy Brown,Viktor,viktor
277,3,David Rappaport,Rinaldo,rinaldo
277,4,Geraldine Page,Mrs. Baumann,mrs baumann
277,5,Anthony Higgins,Clerval,clerval
277,6,Cary Elwes,Josef Schoden,josef schoden
277,7,Timothy Spall,Paulus,paulus
277,8,Veruschka,The Countess,countess
277,9,Alexei Sayle,Magar,magar
277,10,Quentin Crisp,Doctor Zalhus,doctor zalhus
277,11,Phil Daniels,Bela,bela
277,12,Ken Campbell,s Pedlar,s pedlar
570,0,Jennifer Tilly,Tiffany/the voice of Tiffany Ray,tiffany voice of tiffany ray
570,1,Brad Dourif,the voice of Chucky,voice of chucky
570,2,Katherine Heigl,Jade,jade
570,3,Nick Stabile,Jesse,jesse
570,4,Alexis Arquette,Howard Fitzwater/Damien Baylock,howard fitzwater damien baylock
570,5,Gordon Michael Woolvett,David Collins,david collins
570,6,John Ritter,Chief Warren Kincaid,chief warren kincaid
570,7,Lawrence Dane,Lt. Preston,lt preston
570,8,Michael Louis Johnson,"Officer ""Needlenose"" Norton",officer needlenose norton
570,9,James Gallanders,Russ,russ
570,10,Janet Kidder,Diane,diane
570,11,Vince Corazza,Officer Robert Bailey,officer robert bailey
570,12,Kathy Najimy,Motel Maid,motel maid
1200,0,Elizabeth Banks,Tori Breyer,tori breyer
1200,1,David Denman,Kyle Breyer,kyle breyer
1200,2,Jackson A. Dunn,Brandon Breyer / Brightburn,brandon breyer brightburn
1200,3,Matt Jones,Noah McNichol,noah mcnichol
1200,4,Meredith Hagner,Merilee McNichol,merilee mcnichol
1200,5,Abraham Clinkscales,Royce,royce
1200,6,Christian Finlayson,Fauxhawk,fauxhawk
1200,7,Jennifer Holland,Ms. Espenschied,ms espenschied
1200,8,Emmie Hunter,Caitlyn Connor,caitlyn connor
1200,9,Becky Wahlstrom,Erica Connor,erica connor
1200,10,Gregory Alan Williams,Sheriff Deever,sheriff deever
1200,11,Anne Humphrey,Deputy Aryes,deputy aryes
1200,12,Steve Agee,EJ,ej
1200,13,Stephen Blackehart,Travis,travis
1200,14,Michael Rooker,the Big T,big t
481,0,Kristy Swanson,Buffy Summers,buffy summers
481,1,Donald Sutherland,Merrick Jamison-Smythe,merrick jamison smythe
481,2,Paul Reubens,Amilyn/Lefty,amilyn lefty
481,3,Rutger Hauer,Lothos,lothos
481,4,Luke Perry,Oliver Pike,oliver pike
481,5,Hilary Swank,Kimberly Hannah,kimberly hannah
481,6,David Arquette,Benny Jacks,benny jacks
481,7,Stephen Root,Gary Murray,gary murray
481,8,Paris Vaughan,"Nicole ""Nicki""",nicole nicki
481,9,Natasha Gregson Wagner,Cassandra,cassandra
481,10,Tom Jane,Zeph,zeph
481,11,Candy Clark,Buffy's Mom,buffys mom
71,0,Bradford Dillman,Professor James Parmiter,professor james parmiter
71,1,Joanna Miles,Carrie Parmiter,carrie parmiter
71,2,Richard Gilliland,Gerald Metbaum,gerald metbaum
71,3,Jamie Smith-Jackson,Norma Tacker,norma tacker
71,4,Alan Fudge,Professor Mark Ross,professor mark ross
71,5,Patty McCormack,Sylvia Ross,sylvia ross
71,6,Jesse Vint,Tom Tacker,tom tacker
71,7,Frederic Downs,Henry Tacker,henry tacker
71,8,Brendan Dillon,Charlie,charlie
71,9,James Greene,Reverend Kern,reverend kern
429,0,Tim Matheson,Clint Goodman,clint goodman
429,1,Jennifer Jason Leigh,Joanna Goodman,joanna goodman
429,2,William Atherton,Dr. Cortland 'Cort' van Owen,dr cortland cort van owen
429,3,Hoyt Axton,Sheriff Sam Eberly,sheriff sam eberly
429,4,Jay Gerber,Quintan,quintan
429,5,Wayne Grace,Bill Scorby,bill scorby
429,6,Donald Hotton,Reynolds,reynolds
429,7,Brian Libby,Earl,earl
429,8,Peg Shirley,Helen Eberley,helen eberley
551,0,Ally Sheedy,Laura Riskin,laura riskin
551,1,Stephen Caffrey,Randy Riskin,randy riskin
551,2,Tracey Needham,Roxanne,roxanne
551,3,Tim Matheson,Clint Goodman/Michael Haden,clint goodman michael haden
551,4,Brian Libby,Earl,earl
551,5,Shawnette Baity,the Gospel Singer,gospel singer
551,6,Clifton Daniel,Walter,walter
551,7,Ron Dortch,Doctor Diner,doctor diner
551,8,Keith Flippen,the Assistant Embalmer,assistant embalmer
551,9,Tommy Hinkley,Sheriff Jim Puller,sheriff jim puller
186,0,Brian Matthews,Todd,todd
186,1,Keith Mandell,Young Todd,young todd
186,2,Brian Backer,Alfred,alfred
186,3,Leah Ayres,Michelle,michelle
186,4,Larry Joshua,Glazer,glazer
186,5,Lou David,Cropsy,cropsy
186,6,Jason Alexander,Dave,dave
186,7,Ned Eisenberg,Eddy,eddy
186,8,Fisher Stevens,Woodstock,woodstock
186,9,Carrick Glenn,Sally,sally
186,10,Carolyn Houlihan,Karen,karen
861,0,Clancy Brown,John Clay,john clay
861,1,William Mapother,William Parcher,william parcher
861,2,Laura Leighton,Gertrude Spacks,gertrude spacks
861,3,Alexandra Edmo,Faith,faith
861,4,Sean Patrick Thomas,Walnut Callaghan,walnut callaghan
861,5,Doug Hutchison,Henry Victor,henry victor
861,6,Tatanka Means,Tall Ute,tall ute
861,7,Anthony Parker,Ten Bear,ten bear
861,8,Karl Geary,Fergus Coffey,fergus coffey
861,9,Galen Hutchison,Dobie Spacks,dobie spacks
861,10,David Mindhunter,Dull Kinfe,dull kinfe
861,11,Jocelin Donahue,Maryanne Stewart,maryanne stewart
1156,0,Douglas Jones,Elliot,elliot
1156,1,Lucien Laviscount,John,john
1156,2,Cressida Bonas,Sasha,sasha
1156,3,Doug Jones,The Bye Bye Man,bye bye man
1156,4,Carrie-Anne Moss,Detective Shaw,detective shaw
1156,5,Faye Dunaway,"Widow Redmon
Keelin Woodell - Young Widow Redmon",widow redmon keelin woodell young widow redmon
1156,6,Keelin Woodell,Young Widow Redmon,young widow redmon
1156,7,Michael Trucco,Virgil,virgil
1156,8,Cleo King,Mrs. Watkins,mrs watkins
1156,9,Jenna Kannel,Kim,kim
1156,10,Erica Tremblay,Alice,alice
1156,11,Leigh Whannell,Larry,larry
263,0,John Heard,George Cooper,george cooper
263,1,Daniel Stern,"A.J. ""The Reverend"" Shepherd",aj reverend shepherd
263,2,Christopher Curry,Captain Bosch,captain bosch
