Horror Wiki Index,char index,actor,character,stripped character,killed
788,9,Idris Elba,Stone,stone,N/A
788,10,Imogen Poots,Tammy Harris,tammy harris,N/A
788,11,Mackintosh Muggleton,Andy Harris,andy harris,N/A
1073,0,Karrueche Tran,Maggie Peterson,maggie peterson,N/A
1073,1,Rob Van Dam,Stanley,stanley,N/A
1073,2,Danny Trejo,Max Burns,max burns,N/A
1073,3,Jaason Simmons,Dr. Ted Nelson,dr ted nelson,N/A
1073,4,Rico Ball,Omar,omar,N/A
1073,5,Jena Sims,Dr. Laura Thomas,dr laura thomas,N/A
1073,6,Lawrence C. Garnell Jr.,Dr. Leonard,dr leonard,N/A
1073,7,Dawn Hamil,Allison,allison,N/A
1073,8,Brianna Ferris,Rosemarie,rosemarie,N/A
1073,9,Carlos Rivera,Howard Grant,howard grant,N/A
1073,10,Scott Thomas Reynold,Ryan Bennett,ryan bennett,N/A
1073,11,Brad Mills,Greg,greg,N/A
1073,12,Bob Constance,Brad,brad,N/A
1073,13,James Poule,Brian,brian,N/A
1073,14,Stephen Norris,Steve,steve,N/A
1073,15,Mark Nager,Seth,seth,N/A
1073,16,Preston Simmons,Zach,zach,N/A
1073,17,Stephen Harwick,Mark,mark,N/A
1073,18,Jazy Berlin,Polly,polly,N/A
1073,19,Anna Mercedes Morris,Sasha,sasha,N/A
1073,20,Kayla Campbell,Lindsey,lindsey,N/A
1073,21,Nestor Fuentes,Maurice,maurice,N/A
1073,22,Carlos Javier Rivera,Howard,howard,N/A
1073,23,Jacquline Schmidt,Vanessa,vanessa,N/A
1073,24,Eric C. Schmitz,Betts,betts,N/A
1073,25,Scott Alan Warner,Sandoval,sandoval,N/A
1073,26,Cody Lee,Tyler,tyler,N/A
1073,27,Chasen Grieshop,Volley Player,volley player,N/A
1073,28,Chris Cook,Captain,captain,N/A
1073,29,Laurie Jones,Boat Crew,boat crew,N/A
1073,30,Martin Ross Henne,Handsome Boat Partiet,handsome boat partiet,N/A
1073,31,John Williams & Willie Jones,Burns Men,burns men,N/A
1073,32,Kimberly Ballista,Bikini Girl,bikini girl,N/A
1073,33,Cristalle C. Leonard,Research Scientist,research scientist,N/A
1073,34,Rebekah Hart Franklin,Scientist,scientist,N/A
1073,35,Sharon Posey,Scientist,scientist,N/A
1073,36,Brent Amacker & Holly Arland,Background Persons,background persons,N/A
789,0,Josh Hartnett,Eben Oleson,eben oleson,N/A
789,1,Melissa George,Stella Oleson,stella oleson,N/A
789,2,Danny Huston,Marlow,marlow,N/A
789,3,Ben Foster,The Stranger,stranger,N/A
789,4,Mark Boone Junior,Beau Brower,beau brower,N/A
789,5,Mark Rendall,Jake Olseon,jake olseon,N/A
789,6,Amber Sainsbury,Denise,denise,N/A
789,7,Manu Bennett,Billy Kitka,billy kitka,N/A
789,8,Megan Franich,Iris,iris,N/A
789,9,Joel Tobeck,Doug Hertz,doug hertz,N/A
789,10,Elizabeth Hawthorne,Lucy Ikos,lucy ikos,N/A
789,11,Nathaniel Lees,Carter Davies,carter davies,N/A
1129,0,Mandy Moore,Lisa,lisa,N/A
1129,1,Claire Holt,Kate,kate,N/A
1129,2,Chris J. Johnson,Javier,javier,N/A
1129,3,Yani Gellman,Louis,louis,N/A
1129,4,Santiago Segura,Benjamin,benjamin,N/A
1129,5,Matthew Modine,Captain Taylor,captain taylor,N/A
1129,6,Mayra Juarez,Sammie,sammie,N/A
1129,7,Axel Mansilla,Band Leader,band leader,N/A
1195,0,Sophie Nélisse,Mia,mia,N/A
1195,1,Corinne Foxx,Sasha,sasha,N/A
1195,2,Brianne Tju,Alexa,alexa,N/A
1195,3,Sistine Stallone,Nicole,nicole,N/A
1195,4,Davi Santos,Ben,ben,N/A
1195,5,Khylin Rhambo,Carl,carl,N/A
1195,6,Brec Bassinger,Catherine,catherine,N/A
1195,7,John Corbett,Grant,grant,N/A
1195,8,Nia Long,Jennifer,jennifer,N/A
936,0,Vanessa Branch,Claire Felon,claire felon,N/A
936,1,Bruce Boxleitner,Col. Martin,col martin,N/A
936,2,Rachel Miner,Sgt. Hannah,sgt hannah,N/A
936,3,Jason London,Aaron Schumacher,aaron schumacher,N/A
936,4,John Shea,Sam Whitaker,sam whitaker,N/A
936,5,Andrew Sensenig,Dr. Keane,dr keane,N/A
936,6,Billy Slaughter,Dr. Haven,dr haven,N/A
936,7,Jillian Batherson,Gomez,gomez,N/A
936,8,Lena Clark,Mindy,mindy,N/A
936,9,Damon Lipari,Kevin,kevin,N/A
936,10,VyVy Nguyen,Elisia,elisia,N/A
359,0,Mara Lynn Bastian,Susan Rather,susan rather,N/A
359,1,Charles Fuller,Colonel Peter Wayne,colonel peter wayne,N/A
359,2,Greg Kerouac,Sergeant Connor,sergeant connor,N/A
359,3,Greg Neilson,Ralph Kennedy/Joseph Ralph Dwyer,ralph kennedy joseph ralph dwyer,N/A
359,4,B.K. Smith,Detective Johnny Haller,detective johnny haller,N/A
359,5,Bob Grabill,The Killer and Police Officer,killer and police officer,N/A
359,6,Wally Koz,Captain Luca,captain luca,N/A
359,7,Ricardo Alvarez,First Male Victim,first male victim,N/A
359,8,Temple Mead,First Female Victim,first female victim,N/A
359,9,Skip Grisham,Second Male Victim,second male victim,N/A
1130,0,Autumn Federici,Lorraine,lorraine,N/A
1130,1,Micheal Buonomo,Emmett,emmett,N/A
1130,2,Chad Ridgely,Peter,peter,N/A
1130,3,Scott Burkhardt,Jimmy Timmy Beck,jimmy timmy beck,N/A
1130,4,Robin F. Baker,Stan,stan,N/A
1130,5,Alexis Kelley,Sheryl,sheryl,N/A
645,0,Chulachak Chakrabongse,Sun,sun,N/A
645,1,Sririta Jensen,Rainbow,rainbow,N/A
645,2,Paula Taylor,Meena,meena,N/A
645,3,Thepparit Raiwin,Chi,chi,N/A
645,4,Norajan Sangigern,Wawa,wawa,N/A
645,5,Titinun Keatanakon,Rajit,rajit,N/A
645,6,Ramit Romon,Moo Priew,moo priew,N/A
645,7,Pisut Praesangeam,Officer at station,officer at station,N/A
645,8,Janeen Lyons,MTV Veejay,mtv veejay,N/A
430,0,Lucio Fulci,Lucio Fulci,lucio fulci,N/A
430,1,Brett Halsey,Human Monster,human monster,N/A
430,2,David L. Thompson,Professor Egon Schwarz,professor egon schwarz,N/A
430,3,Jeoffrey Kannedy,Officer Gabriell,officer gabriell,N/A
430,4,Malisa Longo,Katya Schwarz,katya schwarz,N/A
430,5,Ria De Simone,Sopran,sopran,N/A
430,6,Sacha Darwin,Woman in the oven,woman in oven,N/A
430,7,Robert Egon,Robert Egon,robert egon,N/A
262,0,Heather Langenkamp,Heather Langenkamp,heather langenkamp,False
262,1,Robert Englund,Freddy Krueger,freddy krueger,False
262,2,Johnny Depp,Glen Lantz,glen lantz,True
262,3,Amanda Wyss,Tina Gray,tina gray,True
262,4,Nick Corri,Rod Lane,rod lane,True
262,5,John Saxon,John Saxon,john saxon,False
262,6,Ronee Blakley,Marge Thompson,marge thompson,True
908,0,Jackie Earle Haley,Freddy Krueger,freddy krueger,False
908,1,Rooney Mara,Nancy Holbrook,nancy holbrook,False
908,2,Kyle Gallner,Quentin Smith,quentin smith,False
908,3,Katie Cassidy,Kris Fowles,kris fowles,True
908,4,Thomas Dekker,Jesse Braun,jesse braun,True
908,5,Kellan Lutz,Dean Russell,dean russell,True
908,6,Connie Britton,Gwen Holbrook,gwen holbrook,True
908,7,Clancy Brown,Alan Smith,alan smith,False
908,8,Aaron Yoo,Marcus Yeon,marcus yeon,True
276,0,Mark Patton,Jesse Walsh,jesse walsh,True
276,1,Kim Myers,Lisa Webber,lisa webber,True
276,2,Robert Englund,Freddy Krueger/Bus driver,freddy krueger bus driver,False
276,3,Robert Rusler,Ron Grady,ron grady,True
276,4,Clu Gulager,Ken Walsh,ken walsh,False
276,5,Hope Lange,Cheryl Walsh,cheryl walsh,False
276,6,Christie Clark,Angela Walsh,angela walsh,False
276,7,Marshall Bell,Coach Schneider,coach schneider,True
276,8,Melinda O. Fee,Mrs. Webber,mrs webber,False
276,9,Tom McFadden,Eddie Webber,eddie webber,False
276,10,Sydney Walsh,Kerry,kerry,True
323,0,Heather Langenkamp,Dr. Nancy Thompson,dr nancy thompson,True
323,1,Patricia Arquette,Kristen Parker,kristen parker,False
323,2,Robert Englund,Freddy Krueger,freddy krueger,False
323,3,Jennifer Rubin,Taryn White,taryn white,True
323,4,Craig Wasso,Dr. Neil Gordon,dr neil gordon,False
323,5,Ken Sagoes,Roland Kincaid,roland kincaid,False
323,6,Rodney Eastman,Joey Crusel,joey crusel,False
323,7,Bradley Gregg,Phillip Anderson,phillip anderson,True
323,8,Ira Heiden,Will Stanton,will stanton,True
323,9,Laurence Fishburne,Max Daniels,max daniels,False
323,10,Penelope Sudrow,Jennifer Caulfield,jennifer caulfield,True
323,11,Beverly Bonner,Casey,casey,False
323,12,John Saxon,Donald Thompson,donald thompson,True
383,0,Robert Englund,Freddy Krueger and nurse,freddy krueger and nurse,False
383,1,Lisa Wilcox,Alice Johnson,alice johnson,False
383,2,Danny Hassel,Dan Jordan,dan jordan,False
383,3,Tuesday Knight,Kristen Parker,kristen parker,True
383,4,Ken Sagoes,Roland Kincaid,roland kincaid,True
383,5,Rodney Eastman,Joey Crusel,joey crusel,True
383,6,Andras Jones,Rick Johnson,rick johnson,True
383,7,Brooke Theiss,Debbie Stevens,debbie stevens,True
383,8,Toy Newkirk,Sheila Kopecky,sheila kopecky,True
383,9,Nicholas Mele,Mr. Dennis Johnson,mr dennis johnson,False
383,10,Brooke Bundy,Elaine Parker,elaine parker,False
383,11,Linnea Quigley,soul from Freddy's chest,soul from freddys chest,False
394,0,Robert Englund,Freddy Krueger,freddy krueger,True
394,1,Lisa Wilcox,Alice Johnson,alice johnson,False
394,2,Beatrice Boepple,Amanda Krueger,amanda krueger,True
394,3,Whit Hertford,Jacob Johnson,jacob johnson,False
394,4,Kelly Jo Minter,Yvonne Miller,yvonne miller,False
394,5,Danny Hassel,Dan Jordan,dan jordan,True
394,6,Erika Anderson,Greta Gibson,greta gibson,True
394,7,Nicholas Mele,Dennis Johnson,dennis johnson,False
394,8,Joe Seely,Mark Grey,mark grey,False
394,9,Valorie Armstrong,Doris Jordan,doris jordan,True
394,10,Burr DeBenning,Mr. Jordan,mr jordan,True
394,11,Clarence Felder,Edmund A. Gray,edmund a gray,False
394,12,Beverly Bonner,Casey,casey,False
394,13,Kara Marie,Baby Jacob Johnson,baby jacob johnson,False
1161,0,John Krasinski,Lee Abbott,lee abbott,N/A
1161,1,Emily Blunt,Evelyn Abbott,evelyn abbott,N/A
1161,2,Millicent Simmonds,Regan Abbott,regan abbott,N/A
1161,3,Noah Jupe,Marcus Abbott,marcus abbott,N/A
1161,4,Cade Woodward,Beau Abbott,beau abbott,N/A
1161,5,Ezekiel Cavoli and Evangelina Cavoli,newborn Baby Abbott.,newborn baby abbott,N/A
667,0,Im Soo-jung,Bae Su-mi,bae su mi,N/A
667,1,Moon Geun-young,Bae Su-yeon,bae su yeon,N/A
667,2,Yum Jung-ah,Heo Eun-joo,heo eun joo,N/A
667,3,Kim Kap-soo,Bae Moo-hyeon,bae moo hyeon,N/A
667,4,Lee Seung-bi,Mi-hee,mi hee,N/A
667,5,Lee Dae-yeon,Su-mi's doctor,su mis doctor,N/A
667,6,Park Mi-hyun,Mrs Bae,mrs bae,N/A
667,7,Woo Ki-hong,Sun-kyu,sun kyu,N/A
32,0,Christina von Blanc,Christina Benson,christina benson,N/A
32,1,Britt Nichols,Carmencé,carmencé,N/A
32,2,Rosa Palomar,Aunt Abigail,aunt abigail,N/A
32,3,Anne Libert,The Queen of the Night,queen of night,N/A
32,4,Howard Vernon,Uncle Howard,uncle howard,N/A
32,5,Paul Muller,Ernesto Pablo Reiner,ernesto pablo reiner,N/A
533,0,Nafisa Ali,Suzy D'Silva,suzy dsilva,N/A
533,1,Dharmendra,Jesu,jesu,N/A
533,2,Girish Karnad,Inspector Khan,inspector khan,N/A
533,3,Amjad Khan,Alphonso,alphonso,N/A
533,4,Kader Khan,D'Costa,dcosta,N/A
533,5,Padma Khanna,Rosie K. Crasto,rosie k crasto,N/A
533,6,Ravi Kishan,Mahesh Kumar,mahesh kumar,N/A
533,7,Hema Malini,Jesu's girlfriend,jesus girlfriend,N/A
533,8,Vinod Mehra,Peter,peter,N/A
51,0,William Marshall,Bishop Garnet Williams,bishop garnet williams,N/A
51,1,Terry Carter,Rev. Emmett Williams,rev emmett williams,N/A
51,2,Austin Stoker,Det. Cass Potter,det cass potter,N/A
51,3,Carol Speed,Abby Willimas,abby willimas,N/A
51,4,Juanita Moore,Miranda 'Momma' Potter,miranda momma potter,N/A
51,5,Charles Kissinger,Dr. Hennigs,dr hennigs,N/A
51,6,Elliott Moffitt,Russell Lang,russell lang,N/A
51,7,Nathan Cook,Tafa Hassan,tafa hassan,N/A
51,8,Nancy Lee Owens,Mrs. Wiggins,mrs wiggins,N/A
51,9,William P. Bradford,Dr. Rogers,dr rogers,N/A
51,10,Joann Holcomb,Lois,lois,N/A
51,11,Claude Fulkerson,Benny,benny,N/A
51,12,Bill Wlison,Dan,dan,N/A
51,13,Charles Broaddus,Joe,joe,N/A
51,14,Don Henderson,Flip,flip,N/A
546,0,Pamela Gidley,Amy Harding/Alex Langdon,amy harding alex langdon,N/A
546,1,Simon Bossell,Marshall Clark,marshall clark,N/A
546,2,Valery Nikolaev,Uri Romanov,uri romanov,N/A
546,3,Helen Moulder,Mrs. Miller,mrs miller,N/A
546,4,Norman Forsey,Mr. Peterson,mr peterson,N/A
546,5,Merlin,Frankie,frankie,N/A
9,0,Vincent Price,Doctor Anton Phibes.,doctor anton phibes,N/A
9,1,Peter Jeffrey,Inspector Trout,inspector trout,N/A
9,2,Virginia North,Vulnavia,vulnavia,N/A
9,3,Joseph Cotten,Doctor Vesalius,doctor vesalius,N/A
9,4,Terry Thomas,Doctor Longstreet,doctor longstreet,N/A
9,5,Sean Bury,Lem Vesalius,lem vesalius,N/A
9,6,Susan Travers,Nurse Allen,nurse allen,N/A
9,7,David Hutcheson,Doctor Hedgepath,doctor hedgepath,N/A
9,8,Edward Burnham,Doctor Dunwoody,doctor dunwoody,N/A
9,9,Alex Scott,Doctor Hargreaves,doctor hargreaves,N/A
9,10,Peter Gilmore,Doctor Kitaj,doctor kitaj,N/A
9,11,Maurice Kaufmann,Doctor Whitcombe,doctor whitcombe,N/A
9,12,Derek Godfrey,Crow,crow,N/A
9,13,Norman Jones,Sgt. Schenley,sgt schenley,N/A
9,14,John Cater,Waverly,waverly,N/A
9,15,John Laurie,Darrow,darrow,N/A
9,16,Caroline Munro,Phibes's wife,phibess wife,N/A
295,0,Scott Davis,Cody,cody,N/A
295,1,Jude Johnson,Sarah,sarah,N/A
295,2,Blue Thompson,Kelly,kelly,N/A
295,3,Brad McCormick,Ike,ike,N/A
295,4,Suzy Meyer,Shawn,shawn,N/A
295,5,Rex Morton,Brother Fogg,brother fogg,N/A
295,6,Victoria Chaney,Receptionist,receptionist,N/A
295,7,Gaye Bottoms,Girl in Cemetery,girl in cemetery,N/A
295,8,Van Connery,Dr. Russell,dr russell,N/A
295,9,Bubba Moore,Hiram,hiram,N/A
969,0,Benjamin Walker,Abraham Lincoln,abraham lincoln,N/A
969,1,Lux Haney-Jardine,Young Abraham Lincoln,young abraham lincoln,N/A
969,2,Dominic Cooper,Henry Sturges,henry sturges,N/A
969,3,Anthony Mackie,William Johnson,william johnson,N/A
969,4,Curtis Harris,Young Will,young will,N/A
969,5,Mary Elizabeth Winstead,Mary Todd Lincoln,mary todd lincoln,N/A
969,6,Rufus Sewell,Adam,adam,N/A
969,7,Marton Csokas,Jack Barts,jack barts,N/A
969,8,Jimmi Simpson,Joshua Speed,joshua speed,N/A
969,9,Joseph Mawle,Thomas Lincoln,thomas lincoln,N/A
969,10,Robin McLeavy,Nancy Lincoln,nancy lincoln,N/A
969,11,Erin Wasson,Vadoma,vadoma,N/A
969,12,John Rothman,Jefferson Davis,jefferson davis,N/A
969,13,Cameron M. Brown,William Wallace Lincoln,william wallace lincoln,N/A
969,14,Frank Brennan,Senator Jeb Nolan,senator jeb nolan,N/A
969,15,Jaqueline Fleming,Harriet Tubman,harriet tubman,N/A
969,16,Alan Tudyk,Stephen A. Douglas,stephen a douglas,N/A
80,0,Linda Miller,Catherine Spages,catherine spages,False
80,1,Mildred Clinton,Mrs. Tredoni,mrs tredoni,False
80,2,Paula E. Sheppard,Alice Spages,alice spages,False
80,3,Niles McMaster,Dominick 'Dom' Spages,dominick dom spages,False
80,4,Jane Lowry,Aunt Annie DeLorenze,aunt annie delorenze,False
80,5,Rudolph Willrich,Father Tom,father tom,True
80,6,Michael Hardstark,Detective Spina,detective spina,False
80,7,Alphonso DeNoble,Alphonso,alphonso,False
80,8,Gary Allen,Jim DeLorenze,jim delorenze,False
80,9,Brooke Shields,Karen Spages,karen spages,True
80,10,Louisa Horton,Dr. Whitman,dr whitman,False
80,11,Tom Signorelli,Detective Brennan,detective brennan,False
80,12,Antonino Rocca,Funeral Director,funeral director,False
80,13,Lillian Roth,Pathologist,pathologist,False
80,14,Kathy Rich,Angela DeLorenze,angela delorenze,False
134,0,Sigourney Weaver,Ellen Ripley,ellen ripley,N/A
134,1,Tom Skerritt,Dallas,dallas,N/A
134,2,Veronica Cartwright,Lambert,lambert,N/A
134,3,Harry Dean Stanton,Brett,brett,N/A
134,4,John Hurt,Kane,kane,N/A
134,5,Ian Holm,Ash,ash,N/A
134,6,Yaphet Kotto,Parker,parker,N/A
134,7,Bolaji Badejo,Alien,alien,N/A
134,8,Helen Horton,Mother,mother,N/A
476,0,Sigourney Weaver,Ellen Ripley,ellen ripley,N/A
476,1,Charles S. Dutton,Dillon,dillon,N/A
476,2,Charles Dance,Clemens,clemens,N/A
476,3,Paul McGann,Golic,golic,N/A
476,4,Brian Glover,Andrews,andrews,N/A
476,5,Ralph Brown,Aaron,aaron,N/A
476,6,Danny Webb,Morse,morse,N/A
476,7,Christopher John Fields,Rains,rains,N/A
476,8,Holt McCallany,Junior,junior,N/A
476,9,Lance Henriksen,Bishop II,bishop ii,N/A
476,10,Christopher Fairbanks,Murphy,murphy,N/A
1131,0,Michael Fassbender,David 8 and Walter One,david 8 and walter one,N/A
1131,1,Katherine Waterston,Janet Daniels,janet daniels,N/A
1131,2,Billy Crudup,Chris Oram,chris oram,N/A
1131,3,Danny McBride,Tennessee Faris,tennessee faris,N/A
1131,4,Demián Bichir,Carl Lope,carl lope,N/A
1131,5,Carmen Ejogo,Karine Oram,karine oram,N/A
1131,6,Jussie Smollett,Ricks,ricks,N/A
1131,7,Callie Hernandez,Upworth,upworth,N/A
1131,8,Amy Seimetz,Maggie Faris,maggie faris,N/A
1131,9,Nathaniel Dean,Hallett,hallett,N/A
1131,10,Alexander England,Ankor,ankor,N/A
1131,11,Benjamin Rigby,Ledward,ledward,N/A
1131,12,Uli Latukefu,Cole,cole,N/A
1131,13,Tess Haubrich,Sarah Rosenthal,sarah rosenthal,N/A
1131,14,James Franco,Jacob Branson,jacob branson,N/A
1131,15,Goran D. Kleut and Andrew Crawford,Neomorph and Protomorph,neomorph and protomorph,N/A
128,0,Don Leifert,Ben Zachary,ben zachary,N/A
128,1,Tom Griffith,Sheriff Cinder,sheriff cinder,N/A
128,2,Richard Dyszel,Mayor Wicker,mayor wicker,N/A
128,3,Mary Mertens,Edie Martin,edie martin,N/A
128,4,Richard Geiwitz,Pete,pete,N/A
128,5,George Stover,Steven,steven,N/A
128,6,Eleanor Herman,Mary Jane Carter,mary jane carter,N/A
128,7,Anne Frith,Dr. Ruth Sherman,dr ruth sherman,N/A
547,0,Sigourney Weaver,Ellen Ripley,ellen ripley,N/A
547,1,Winona Ryder,Annalee Call,annalee call,N/A
547,2,Dominique Pinon,Vriess,vriess,N/A
547,3,Ron Perlman,Johner,johner,N/A
547,4,Gary Dourdan,Christie,christie,N/A
547,5,Michael Wincott,Frank Elgyn,frank elgyn,N/A
547,6,Kim Flowers,Sabra Hillard,sabra hillard,N/A
547,7,Dan Hedaya,General Martin Perez,general martin perez,N/A
547,8,J.E. Freeman,Dr. Mason Wren,dr mason wren,N/A
547,9,Brad Dourif,Dr. Jonathan Gediman,dr jonathan gediman,N/A
547,10,Raymond Cruz,Vincent Distephano,vincent distephano,N/A
547,11,Leland Orser,Larry Purvis,larry purvis,N/A
684,0,Sanaa Lathan,Alexa Woods,alexa woods,N/A
684,1,Raoul Bova,Sebastian de Rosa,sebastian de rosa,N/A
684,2,Ewen Bremner,Graeme Miller,graeme miller,N/A
684,3,Colin Salmon,Maxwell Stafford,maxwell stafford,N/A
684,4,Lance Henriksen,Charles Bishop Weyland,charles bishop weyland,N/A
684,5,Tommy Flanagan,Mark Verheiden,mark verheiden,N/A
684,6,Joseph Rye,Joe Connors,joe connors,N/A
684,7,Agathe de la Bolaye,Adele Rousseau,adele rousseau,N/A
684,8,Carsten Norgaard,Rustin Quinn,rustin quinn,N/A
684,9,Sam Troughton,Thomas Parkes,thomas parkes,N/A
684,10,Ian Whyte,Predator,predator,N/A
296,0,Sigourney Weaver,Ellen Ripley,ellen ripley,N/A
296,1,Michael Biehn,Corporal Dwayne Hicks,corporal dwayne hicks,N/A
296,2,Jenette Goldstein,Private Jenette Vasquez,private jenette vasquez,N/A
296,3,Carrie Henn,"Rebecca ""Newt"" Jordan",rebecca newt jordan,N/A
296,4,Lance Henriksen,Bishop,bishop,N/A
296,5,William Hope,Lieutenant William Gorman,lieutenant william gorman,N/A
296,6,Al Matthews,Sergeant Al Apone,sergeant al apone,N/A
296,7,Bill Paxton,Private William Hudson,private william hudson,N/A
296,8,Paul Reiser,Carter J. Burke,carter j burke,N/A
296,9,Mark Rolston,Private Mark Drake,private mark drake,N/A
296,10,Cynthia Dale Scott,Corporal Cynthia Dietrich,corporal cynthia dietrich,N/A
296,11,Ricco Ross,Private Frost,private frost,N/A
296,12,Collette Hiller,Corporal Ferro,corporal ferro,N/A
296,13,Daniel Kash,Private Spunkmeyer,private spunkmeyer,N/A
296,14,Tip Tipping,Private Crowe,private crowe,N/A
296,15,Trevor Steedman,Private Weizrbowski,private weizrbowski,N/A
790,0,Steven Pasquale,Dallas Howard,dallas howard,N/A
790,1,Reiko Aylesworth,Kelly O´Brian,kelly o brian,N/A
790,2,John Ortiz,Edward Morales,edward morales,N/A
790,3,Johnny Lewis,Richard Howard,richard howard,N/A
790,4,Ariel Gade,Molly O'Brian,molly obrian,N/A
790,5,Sam Trammell,Timothy O'Brian,timothy obrian,N/A
790,6,Kristen Hager,Jesse,jesse,N/A
790,7,Ian Whyte,Predator ''Wolf'',predator wolf,N/A
790,8,Tom Woodruff Jr.,Predalien,predalien,N/A
790,9,Robert Joy,Colonel Stevens,colonel stevens,N/A
790,10,Gina Holden,Carrie Adams,carrie adams,N/A
790,11,Chelah Horsdal,Darcy Benson,darcy benson,N/A
790,12,David Hornsby,Drew,drew,N/A
790,13,Francoise Yip,Miss Yutani,miss yutani,N/A
745,0,Amber Heard,Mandy Lane,mandy lane,N/A
745,1,Michael Welch,Emmet,emmet,N/A
745,2,Anson Mount,Garth,garth,N/A
745,3,Whitney Able,Chloe,chloe,N/A
745,4,Edwin Hodge,Bird,bird,N/A
745,5,Aaron Himelstein,Red,red,N/A
745,6,Luke Grimes,Jake,jake,N/A
745,7,Melissa Price,Marlin,marlin,N/A
147,0,Robert Forster,David Madison,david madison,N/A
147,1,Robin Riker,Marisa Kendall,marisa kendall,N/A
147,2,Michael V. Gazzo,Chief Clark,chief clark,N/A
147,3,Dean Jagger,Slade,slade,N/A
147,4,Sydney Lassick,Luke Gutchel,luke gutchel,N/A
147,5,Jack Carter,Mayor,mayor,N/A
147,6,Perry Lang,Officer Jim Kelly,officer jim kelly,N/A
147,7,Henry Silva,Col. Brock,col brock,N/A
147,8,Bart Braverman,Thomas Kemp,thomas kemp,N/A
147,9,John Lisbon Wood,Mad Bomber,mad bomber,N/A
147,10,James Ingersoll,Arthur Helms,arthur helms,N/A
147,11,Robert Doyle,Bill Kendall,bill kendall,N/A
147,12,Patti Jerome,Mrs. Madeline Kendall,mrs madeline kendall,N/A
147,13,Robert Hammond,Wedding Guest,wedding guest,N/A
147,14,Angel Tompkins,Newswoman,newswoman,N/A
147,15,Sue Lyon,ABC Newswoman,abc newswoman,N/A
457,0,Joseph Bolonga,David Hodges,david hodges,N/A
457,1,Dee Wallace,Christine Hodges,christine hodges,N/A
457,2,Richard Lynch,Hawk Hawkins,hawk hawkins,N/A
457,3,Woody Brown,Rich Harmon,rich harmon,N/A
457,4,Holly Gagnier,Sheri Anderson,sheri anderson,N/A
457,5,Bill Daily,Mayor Anderson,mayor anderson,N/A
457,6,Steve Railsback,Vincent Brown,vincent brown,N/A
457,7,Brock Peters,Chief Speed,chief speed,N/A
457,8,Trevor Eyster,J.J. Hodges,jj hodges,N/A
457,9,Voyo Goric,Carmen,carmen,N/A
708,0,Christian Slater,Edward Carnby,edward carnby,N/A
708,1,Tara Reid,Aline Cedrac,aline cedrac,N/A
708,2,Stephen Dorff,Commander Richard Burke,commander richard burke,N/A
708,3,Frank C. Turner,Agent Fischer,agent fischer,N/A
708,4,Matthew Walker,Professor Lionel Hudgens,professor lionel hudgens,N/A
708,5,Will Sanderson,Agent Miles,agent miles,N/A
708,6,Mike Dopud,Agent Turner,agent turner,N/A
708,7,Francoise Yip,Agent Cheung,agent cheung,N/A
708,8,Karin Konoval,Sister Clara,sister clara,N/A
708,9,Brendan Fletcher,Cab Driver,cab driver,N/A
219,0,Jack Palance,Frank Hawkes,frank hawkes,N/A
219,1,Donald Pleasence,Dr. Leo Bain,dr leo bain,N/A
219,2,Martin Landau,Byron 'Preacher' Sutcliff,byron preacher sutcliff,N/A
219,3,Dwight Schultz,Dr. Dan Potter,dr dan potter,N/A
219,4,Erland van Lidth,Ronald 'Fatty' Elster,ronald fatty elster,N/A
219,5,Deborah Hedwall,Nell Potter,nell potter,N/A
219,6,Lee Taylor-Allan,Toni Potter,toni potter,N/A
219,7,Phillip Clark,Tom Smith,tom smith,N/A
219,8,Elizabeth Ward,Lyla Potter,lyla potter,N/A
219,9,Brent Jennings,Ray Curtis,ray curtis,N/A
833,0,Rick Yune,Edward Carnby,edward carnby,N/A
833,1,Rachel Specter,Natalie,natalie,N/A
833,2,Lance Henriksen,Abner Lundberg,abner lundberg,N/A
833,3,Bill Moseley,Dexter,dexter,N/A
833,4,Ralf Möller,Boyle,boyle,N/A
833,5,Danny Trejo,Perry,perry,N/A
833,6,Zack Ward,Xavier,xavier,N/A
746,0,Paul McCarthy-Boyington,Cody,cody,N/A
746,1,Brad William Henke,Duke,duke,N/A
746,2,Michael C. Williams,Otis,otis,N/A
746,3,Adam Kaufman,Wyatt,wyatt,N/A
746,4,Catherine Mangan,Hope,hope,N/A
746,5,James Gammon,Sheriff Tom Herderson,sheriff tom herderson,N/A
746,6,Joe Unger,Mr. Towne,mr towne,N/A
148,0,William Hurt,"Dr. Edward ""Eddie"" Jessup",dr edward eddie jessup,N/A
148,1,Blair Brown,Emily Jessup,emily jessup,N/A
148,2,Bob Balaban,Arthur Rosenberg,arthur rosenberg,N/A
148,3,Charles Haid,Mason Parrish,mason parrish,N/A
148,4,Thaao Penghlis,Eduardo Echeverria,eduardo echeverria,N/A
148,5,Drew Barrymore,Margaret Jessup,margaret jessup,N/A
148,6,Megan Jeffers,Grace Jessup,grace jessup,N/A
148,7,Dori Brenner,Sylvia Rosenberg,sylvia rosenberg,N/A
148,8,Peter Brandon,Alan Hobart,alan hobart,N/A
148,9,George Gaynes,Dr. Wissenschaft,dr wissenschaft,N/A
148,10,Jack Murdock,Hector Orteco,hector orteco,N/A
148,11,John Larroquette,X-ray technician,x ray technician,N/A
