Horror Wiki Index,char index,actor,character,stripped character,killed,actor url,race,gender
680,6,Mike Vogel,Andy,andy,True,http://www.nndb.com/people/524/000110194/,White,Male
680,7,David Dorfman,Jedidiah Hewitt,jedidiah hewitt,False,,Unlisted,Unlisted
680,8,Marietta Marich,Luda Mae Hewitt,luda mae hewitt,False,,Unlisted,Unlisted
680,9,Terrence Evans,Monty Hewitt,monty hewitt,False,,White,Male
680,10,Heather Kafka,Henrietta Hewitt,henrietta hewitt,False,,Unlisted,Unlisted
680,11,Kathy Lamkin,Tea Lady Hewitt,tea lady hewitt,False,,Unlisted,Unlisted
680,12,Lauren German,Teenage girl hitchhiker,teenage girl hitchhiker,False,http://www.nndb.com/people/885/000160405/,White,Female
321,0,Dennis Hopper,Lieutenant Boude Enright,lieutenant boude enright,True,http://www.nndb.com/people/600/000023531/,White,Male
321,1,Caroline Williams,DJ Vanita ''Stretch'' Brock,dj vanita stretch brock,False,,Black,Female
321,2,Jim Siedow,Drayton Sawyer,drayton sawyer,False,,Unlisted,Unlisted
321,3,Bill Johnson,Leatherface,leatherface,True,http://www.nndb.com/people/117/000213475/,White,Male
321,4,Bill Moseley,Chop Top Sawyer,chop top sawyer,True,http://www.nndb.com/people/731/000131338/,White,Male
321,6,Judy Kelly,Gourmet Yuppettle,gourmet yuppettle,False,,Unlisted,Unlisted
321,7,Chris Douridas,Gunner,gunner,False,,White,Male
321,8,Kinky Friedman,Dan Jenkins,dan jenkins,False,http://www.nndb.com/people/524/000088260/,White,Male
321,9,Dan Jenkins,T.V. Commentator,tv commentator,False,,Unlisted,Unlisted
321,10,John Bloom,Gonzo Moviegoer,gonzo moviegoer,False,,White,Male
779,0,Jordana Brewster,Chrissie,chrissie,True,http://www.nndb.com/people/454/000044322/,White,Female
779,1,Taylor Handley,Dean A. Hill,dean a hill,False,http://www.nndb.com/people/044/000160561/,White,Male
779,2,Diora Baird,Bailey,bailey,True,,White,Female
779,3,Matt Bomer,Eric Hill,eric hill,False,,White,Male
779,4,R. Lee Ermey,Charlie Hewitt Jr. / Sheriff Hoyt,charlie hewitt jr sheriff hoyt,False,http://www.nndb.com/people/541/000024469/,White,Male
779,5,Andrew Bryniarski,Thomas Hewitt/Leatherface,thomas hewitt leatherface,False,,White,Male
779,6,Terrence Evans,"""Monty"" Hewitt",monty hewitt,False,,White,Male
779,7,Kathy Lamkin,Tea Lady Hewitt,tea lady hewitt,False,,Unlisted,Unlisted
779,8,Marietta Marich,Luda Mae Hewitt,luda mae hewitt,False,,Unlisted,Unlisted
779,9,Allison Marich,Young Luda Mae,young luda mae,False,,Unlisted,Unlisted
779,10,Leslie Calkins,Sloane,sloane,True,,Unlisted,Unlisted
779,11,Tim De Zarn,Owner of the slaughterhouse,owner of slaughterhouse,False,,Unlisted,Unlisted
779,12,Marcus H. Nelson,Jed,jed,False,,Unlisted,Unlisted
779,13,Lew Temple,Sheriff Winston,sheriff winston,True,,White,Male
779,14,Cyia Batten,Alex,alex,True,,White,Other
779,15,Lee Tergesen,Holden,holden,True,http://www.nndb.com/people/184/000026106/,White,Male
779,16,John Larroquette,Narrator,narrator,False,http://www.nndb.com/people/658/000022592/,White,Male
515,0,Renée Zellweger,Jenny,jenny,False,http://www.nndb.com/people/708/000024636/,White,Female
515,1,Matthew McConaughey,Vilmer Sawyer,vilmer sawyer,False,http://www.nndb.com/people/583/000023514/,White,Male
515,2,Robert Jacks,Leatherface,leatherface,False,,Unlisted,Unlisted
515,3,Tonie Perensky,Darla,darla,False,,Unlisted,Unlisted
515,4,Joe Stevens,W.E. Sawyer,we sawyer,False,,White,Male
515,5,Lisa Marie Newmyer,Heather,heather,True,,Unlisted,Unlisted
515,6,Tyler Shea Cone,Barry,barry,True,,Unlisted,Unlisted
515,7,John Harrison,Sean,sean,True,http://www.nndb.com/people/072/000101766/,White,Male
515,8,James Gale,Rothman,rothman,False,,Unlisted,Unlisted
860,0,Lance Predmore,Johnny,johnny,,,Unlisted,Unlisted
860,1,Ryan E. Francis,Darren,darren,,,Unlisted,Unlisted
860,2,Lindsey Anderson,Kristen,kristen,,,Unlisted,Unlisted
860,3,Aaron Ringhiser-Carlson,Billy,billy,,,Unlisted,Unlisted
860,4,Natasha Cordova,Ali,ali,,,Unlisted,Unlisted
860,5,Chuck Lamb,Sheriff Roud,sheriff roud,,,Unlisted,Unlisted
860,6,General Bastard,Oscar the Hermit,oscar hermit,,,Unlisted,Unlisted
47,0,Vincent Price,Edward Lionheart,edward lionheart,,http://www.nndb.com/people/461/000026383/,White,Male
47,1,Diana Rigg,Edwina Lionheart,edwina lionheart,,http://www.nndb.com/people/041/000023969/,White,Female
47,2,Ian Hendry,Peregrine Devlin,peregrine devlin,,http://www.nndb.com/people/720/000136312/,White,Male
47,3,Harry Andrews,Trevor Dickman,trevor dickman,,http://www.nndb.com/people/677/000092401/,White,Male
47,4,Robert Coote,Oliver Larding,oliver larding,,http://www.nndb.com/people/969/000279132/,White,Male
47,5,Michael Hordern,George Maxwell,george maxwell,,http://www.nndb.com/people/680/000092404/,White,Male
47,6,Robert Morley,Meredith Merridew,meredith merridew,,http://www.nndb.com/people/914/000102608/,White,Male
47,7,Coral Browne,Chloe Moon,chloe moon,,http://www.nndb.com/people/770/000137359/,White,Female
47,8,Jack Hawkins,Solomon Psaltery,solomon psaltery,,http://www.nndb.com/people/366/000099069/,White,Male
47,9,Arthur Lowe,Horace Sprout,horace sprout,,http://www.nndb.com/people/671/000101368/,White,Male
47,10,Dennis Price,Hector Snipe,hector snipe,,http://www.nndb.com/people/326/000130933/,White,Male
47,11,Milo O'Shea,Inspector Boot,inspector boot,,http://www.nndb.com/people/205/000140782/,White,Male
47,12,Eric Sykes,Sgt. Dogge,sgt dogge,,http://www.nndb.com/people/108/000130715/,White,Male
47,13,Diana Dors,Maisie Psaltery,maisie psaltery,,http://www.nndb.com/people/865/000080625/,White,Female
47,14,Joan Hickson,Mrs. Sprout,mrs sprout,,http://www.nndb.com/people/349/000130956/,White,Female
47,15,Renée Asherson,Mrs. Maxwell,mrs maxwell,,http://www.nndb.com/people/312/000279472/,White,Female
47,16,Madeline Smith,Rosemary,rosemary,,,Unlisted,Unlisted
47,17,Brigid Erin Bates,Agnes,agnes,,,Unlisted,Unlisted
47,18,Charles Sinnickson,Vicar,vicar,,,Unlisted,Unlisted
47,19,Tutte Lemkow,Meths Drinker,meths drinker,,,Unlisted,Unlisted
47,20,Declan Mulholland,Meths Drinker,meths drinker,,,Unlisted,Unlisted
47,21,Stanley Bates,Meths Drinker,meths drinker,,,Unlisted,Unlisted
47,22,John Gilpin,Meths Drinker,meths drinker,,,Unlisted,Unlisted
474,0,Craig Peck,Mike,mike,,,Unlisted,Unlisted
474,1,John Carhart III,Nick,nick,,,Unlisted,Unlisted
474,2,Bonnie Bowers,Stacy,stacy,,,Unlisted,Unlisted
474,3,Claudia Flores,Janet,janet,,,Unlisted,Unlisted
474,4,Wendy Bednarz,Doreen,doreen,,,Unlisted,Unlisted
474,5,Mark Collver,Jim,jim,,,Unlisted,Unlisted
474,6,Jeff Dachis,David,david,,,Unlisted,Unlisted
474,7,Lisa Grant,Sally Foster,sally foster,,,Unlisted,Unlisted
474,8,Sissy Frye,Schoolteacher,schoolteacher,,,Unlisted,Unlisted
474,9,Cyrus Voris,Lead Punk,lead punk,,,Unlisted,Unlisted
474,10,Michael Berlly,Policeman #1,policeman 1,,,Unlisted,Unlisted
474,11,Tommy Barz,Policeman #3 / Face on Cutting Room Floor,policeman 3 face on cutting room floor,,,Unlisted,Unlisted
474,12,Mark Calderone,Doctor,doctor,,,Unlisted,Unlisted
391,0,Roddy Piper,John Nada,john nada,,http://www.nndb.com/people/612/000023543/,White,Male
391,1,Keith David,Frank Armitage,frank armitage,,http://www.nndb.com/people/418/000059241/,Black,Male
391,2,Meg Foster,Holly Thompson,holly thompson,,http://www.nndb.com/people/902/000024830/,White,Female
391,3,Raymond St. Jacques,Street Preacher,street preacher,,http://www.nndb.com/people/955/000132559/,Black,Male
391,4,George Buck Flower,Drifter/Collaborator,drifter collaborator,,,Unlisted,Unlisted
391,5,Peter Jason,Gilbert,gilbert,,,White,Male
391,6,Sy Richardson,Black Revolutionary,black revolutionary,,http://www.nndb.com/people/116/000353054/,Black,Male
391,7,Susan Blanchard,Ingenue,ingenue,,http://www.nndb.com/people/299/000169789/,White,Female
238,0,Kurt Russell,MacReady,macready,False,http://www.nndb.com/people/906/000022840/,White,Male
238,1,Wilford Brimley,Blair,blair,True,http://www.nndb.com/people/593/000022527/,White,Male
238,2,Keith David,Childs,childs,False,http://www.nndb.com/people/418/000059241/,Black,Male
238,3,Donald Moffat,Gary,gary,True,http://www.nndb.com/people/464/000136056/,White,Male
238,4,Richard Massur,Clark,clark,True,,Unlisted,Unlisted
238,5,David Clennon,Palmer,palmer,True,http://www.nndb.com/people/181/000347137/,White,Male
238,6,Charles Hallahan,Norris,norris,True,,White,Male
238,7,Joel Polis,Fuchs,fuchs,True,,Unlisted,Unlisted
238,8,T.K. Carter,Nauls,nauls,True,,White,Other
238,9,Richard Dysart,Copper,copper,True,http://www.nndb.com/people/562/000174040/,White,Male
238,10,Thomas G. Waites,Windows,windows,True,,White,Male
962,0,Mary Elizabeth Winstead,Kate Lloyd,kate lloyd,True,http://www.nndb.com/people/088/000159608/,White,Female
962,1,Joel Edgerton,"Samuel ""Sam"" Carter",samuel sam carter,False,http://www.nndb.com/people/590/000274765/,White,Male
962,2,Ulrich Thomsen,Dr. Sander Halvorson,dr sander halvorson,True,http://www.nndb.com/people/709/000136301/,White,Male
962,3,Adewale Akinnuoye-Agbaje,Derek Jameson,derek jameson,True,http://www.nndb.com/people/186/000026108/,Black,Male
962,4,Eric Christian Olsen,"Adamowicz ""Adam"" Finch",adamowicz adam finch,False,http://www.nndb.com/people/989/000052833/,White,Male
962,5,Trond Espen Seim,Edvard Wolner,edvard wolner,False,,Unlisted,Unlisted
962,6,Kim Bubbs,Juliette,juliette,True,,White,Female
962,7,Jørgen Langhelle,Lars,lars,True,,Unlisted,Unlisted
962,8,Kristofer Hivju,Jonas,jonas,True,,White,Male
962,9,Stig Henrik Hoff,Peder,peder,True,,Unlisted,Unlisted
962,10,Paul Braunstein,Griggs,griggs,True,,White,Male
962,11,Jonathan Lloyd Walker,Colin,colin,True,,Unlisted,Unlisted
962,12,Jo Adrian Haavind,Henrik,henrik,True,,Unlisted,Unlisted
962,13,Jan Gunnar Røise,Olav,olav,True,,Unlisted,Unlisted
962,14,Carsten Bjørnlund,Karl,karl,True,,Unlisted,Unlisted
962,15,Ole Martin Aune Nilsen,Matias,matias,False,,Unlisted,Unlisted
542,0,Robert Burke,Billy Halleck,billy halleck,,,Unlisted,Unlisted
542,1,Joe Mantegna,"Richie ""The Hammer"" Ginelli",richie hammer ginelli,,http://www.nndb.com/people/823/000024751/,White,Male
542,2,Kari Wuhrer,Gina Lempke,gina lempke,,http://www.nndb.com/people/395/000131002/,White,Female
542,3,Stephen King,Dr. Bangor,dr bangor,,http://www.nndb.com/people/221/000024149/,White,Male
542,4,Lucinda Jenney,Heidi Halleck,heidi halleck,,http://www.nndb.com/people/769/000347725/,White,Female
542,5,Michael Constantine,Tadzu Lempke,tadzu lempke,,http://www.nndb.com/people/560/000132164/,White,Male
542,6,Bethany Joy Lenz,Linda Halleck,linda halleck,,http://www.nndb.com/people/308/000109978/,White,Female
641,0,Tony Shalhoub,Arthur Kriticos,arthur kriticos,,http://www.nndb.com/people/292/000025217/,Middle Eastern,Male
641,1,Embeth Davidtz,Kalina Oretzia,kalina oretzia,,http://www.nndb.com/people/081/000130688/,White,Female
641,2,Matthew Lillard,Dennis Rafkin,dennis rafkin,,http://www.nndb.com/people/497/000045362/,White,Male
641,3,Shannon Elizabeth,Kathy Kriticos,kathy kriticos,,http://www.nndb.com/people/993/000031900/,Multiracial,Female
641,4,Alec Roberts,Bobby Kriticos,bobby kriticos,,,Unlisted,Unlisted
641,5,Rah Digga,Maggie Bess,maggie bess,,,Unlisted,Unlisted
641,6,F. Murray Abraham,Cyrus Kriticos,cyrus kriticos,,http://www.nndb.com/people/123/000024051/,Middle Eastern,Male
641,7,J.R. Bourne,Ben Moss,ben moss,,,Unlisted,Unlisted
781,0,Joelene Smit,Amy Connelly,amy connelly,,,Unlisted,Unlisted
781,1,Marie Caprile,Aunt Maylea,aunt maylea,,,Unlisted,Unlisted
1068,0,Addison Timlin,Jami Lerner,jami lerner,,,Unlisted,Unlisted
1068,1,Travis Tope,Nick Strain,nick strain,,,White,Male
1068,2,Veronica Cartwright,Lillian,lillian,,http://www.nndb.com/people/309/000109979/,White,Female
1068,3,Gary Cole,Chief Deputy Tillman,chief deputy tillman,,http://www.nndb.com/people/044/000028957/,White,Male
1068,4,Joshua Leonard,Deputy Foster,deputy foster,,http://www.nndb.com/people/355/000096067/,White,Male
1068,5,Edward Herrmann,Reverend Cartwright,reverend cartwright,,http://www.nndb.com/people/835/000110505/,White,Male
1068,6,Anthony Anderson,Lone Wolf Morales,lone wolf morales,,http://www.nndb.com/people/633/000055468/,Black,Male
1068,7,Ed Lauter,Sheriff Underwood,sheriff underwood,,http://www.nndb.com/people/433/000131040/,White,Male
1068,8,Denis O'Hare,Charles Pierce Jr.,charles pierce jr,,http://www.nndb.com/people/004/000346960/,White,Male
1068,9,Spencer Treat Clark,Corey Holland,corey holland,,http://www.nndb.com/people/697/000270884/,White,Male
1068,10,Morganna Bridgers,Kendra Collins,kendra collins,,,White,Other
1068,11,Wes Chatam,Danny,danny,,,Unlisted,Unlisted
1068,12,Jaren Mitchell,Johnny,johnny,,,White,Male
1068,13,Kurt Krause,Roy,roy,,,Unlisted,Unlisted
1068,14,Lanee Landry,Ardele,ardele,,,Unlisted,Unlisted
1068,15,Colby Boothman,Paul Mason,paul mason,,,White,Male
1068,16,Danielle Harris,Townsperson #2,townsperson 2,,http://www.nndb.com/people/791/000109464/,White,Female
94,0,Ben Johnson,Captain J.D. Morales,captain jd morales,,http://www.nndb.com/people/859/000025784/,Black,Male
94,1,Andrew Prine,Deputy Norman Ramsey,deputy norman ramsey,,http://www.nndb.com/people/689/000131296/,White,Male
94,2,Dawn Wells,Helen Reed,helen reed,,http://www.nndb.com/people/050/000023978/,White,Female
94,3,Jimmy Clem,Sgt. Mal Griffin,sgt mal griffin,,,Unlisted,Unlisted
94,4,Jim Citty,Police Chief R.J. Sullivan,police chief rj sullivan,,,Unlisted,Unlisted
94,5,Charles B. Pierce,Patrolman A.C. Benson,patrolman ac benson,,,Unlisted,Unlisted
94,6,Robert Aquino,Sheriff Otis Barker,sheriff otis barker,,,Unlisted,Unlisted
94,7,Bud Davis,The Phantom,phantom,,,Unlisted,Unlisted
94,8,Mike Hackworth,Sammy Fuller,sammy fuller,,,Unlisted,Unlisted
94,9,Christine Ellsworth,Linda Mae Jenkins,linda mae jenkins,,,Unlisted,Unlisted
94,10,Steve Lyons,Roy Allen,roy allen,,,Unlisted,Unlisted
94,11,Cindy Butler,Peggy Loomis,peggy loomis,,,Unlisted,Unlisted
94,12,Joe Catalanatto,Eddie LaDoux,eddie ladoux,,,Unlisted,Unlisted
94,13,C. Alexander Dawson,hotel doorman,hotel doorman,,,Unlisted,Unlisted
1126,0,Gong Yoo,Seok-woo,seok woo,,,Unlisted,Unlisted
1126,1,Kim Su-an,Su-an,su an,,,Unlisted,Unlisted
1126,2,Jung Yu-mi,Seong-kyeong,seong kyeong,,,Unlisted,Unlisted
1126,3,Ma Dong-seok,Sang-hwa,sang hwa,,,Unlisted,Unlisted
1126,4,Choi Woo-shik,Yong-guk,yong guk,,,Unlisted,Unlisted
1126,5,Sohee,Jin-hee,jin hee,,,Unlisted,Unlisted
1126,6,Kim Eui-sung,Yon-suk,yon suk,,,Unlisted,Unlisted
1126,7,Choi Gwi-hwa,,,,,Unlisted,Unlisted
1126,8,Jeong Seok-yong,Captain of KTX,captain of ktx,,,Unlisted,Unlisted
1126,9,Ye Soo-jung,In-gil-,in gil,,,Unlisted,Unlisted
1126,10,Park Myung-sin,Jong-gil-,jong gil,,,Unlisted,Unlisted
1126,11,Jang Hyuk-jin,Ki-chul,ki chul,,,Unlisted,Unlisted
1126,12,Kim Min-Seok,Baseball Player 1,baseball player 1,,,Unlisted,Unlisted
1126,13,Ryu Sung-Rok,Baseball Player 2,baseball player 2,,,Unlisted,Unlisted
1126,14,Kim Yool-ho,Man in suit,man in suit,,,Unlisted,Unlisted
1126,15,Lee Joong-ok,Man in western clothes,man in western clothes,,,Unlisted,Unlisted
1126,16,Shim Eun-kyung,Runaway Girl,runaway girl,,,Unlisted,Unlisted
1126,17,Park Min-ha,School Girl,school girl,,,Unlisted,Unlisted
1126,18,Kim Dan-yool,School Boy,school boy,,,Unlisted,Unlisted
1126,19,Choi Ji-won,Kim Su an's Friend,kim su ans friend,,,Unlisted,Unlisted
543,0,Fred Ward,Earl Bassett,earl bassett,,http://www.nndb.com/people/928/000093649/,White,Male
543,1,Christopher Gartin,Grady Hoover,grady hoover,,,Unlisted,Unlisted
543,2,Helen Shaver,"Kate ""White"" Reilly",kate white reilly,,http://www.nndb.com/people/075/000130682/,White,Female
543,3,Michael Gross,Burt Gummer,burt gummer,,http://www.nndb.com/people/795/000024723/,White,Male
543,4,Marcelo Tubert,Señor Carlos Ortega,señor carlos ortega,,,White,Male
543,5,Marco Hernandez,Julio,julio,,,Unlisted,Unlisted
543,6,José Rosario,Chief Engineer Pedro,chief engineer pedro,,,Unlisted,Unlisted
543,7,Thomas Rosales Jr.,Oil Worker,oil worker,,,Hispanic,Male
642,0,Michael Gross,Burt Gummer,burt gummer,,http://www.nndb.com/people/795/000024723/,White,Male
642,1,Shawn Christian,Jack Sayer,jack sayer,,,White,Male
642,2,Susan Chuang,Jodi Chang,jodi chang,,,Asian/Indian,Female
642,3,Ariana Richards,Mindy Sterngood,mindy sterngood,,http://www.nndb.com/people/068/000131672/,White,Female
642,4,Charlotte Stewart,Nancy Sterngood,nancy sterngood,,http://www.nndb.com/people/796/000352737/,White,Female
642,5,Tony Genaro,Miguel,miguel,,,White,Male
642,6,Robert Jayne,Melvin Plug,melvin plug,,,White,Male
642,7,Matt Wilson,Tourist kid,tourist kid,,,White,Male
706,0,Michael Gross,Hiram Gummer,hiram gummer,,http://www.nndb.com/people/795/000024723/,White,Male
706,1,Sara Botsford,Christine Lord,christine lord,,,Unlisted,Unlisted
706,2,Billy Drago,Black Hand Kelly,black hand kelly,,http://www.nndb.com/people/484/000112148/,White,Male
706,3,Brent Roam,Juan Pedilla,juan pedilla,,,White,Male
706,4,August Schellenberg,Tecopa,tecopa,,http://www.nndb.com/people/471/000348424/,American Aborigine,Male
706,5,Ming Lo,Pyong Lien Chang,pyong lien chang,,,Asian/Indian,Other
706,6,Lydia Look,Lu Wan Chang,lu wan chang,,,Unlisted,Unlisted
706,7,Sam Ly,Fu Yien Chang,fu yien chang,,,Asian/Indian,Male
831,0,Leslie Bibb,Emma,emma,,http://www.nndb.com/people/731/000129344/,White,Female
831,1,Tahmoh Penikett,Henry,henry,,http://www.nndb.com/people/491/000162005/,Multiracial,Male
79,0,Karen Black,Julie,julie,,http://www.nndb.com/people/405/000024333/,White,Female
79,1,Robert Burton,"Chad Foster in ""Julie""",chad foster in julie,,http://www.nndb.com/people/194/000102885/,White,Male
79,2,John Karlen,"Dr. Chester Ramsey in ""Millicent and Therese""",dr chester ramsey in millicent and therese,,http://www.nndb.com/people/842/000107521/,White,Male
79,3,Jim Storm,"as Eddie Nells in ""Julie""",as eddie nells in julie,,,Unlisted,Unlisted
79,4,Gregory Harrison,"the new student in ""Julie""",new student in julie,,http://www.nndb.com/people/733/000050583/,White,Male
79,5,Kathryn Reynolds,Anne Richrds,anne richrds,,,Unlisted,Unlisted
79,6,Tracy Curtis,Tracy,tracy,,,Unlisted,Unlisted
79,7,Orin Cannon,"the Motel Clerk in ""Julie""",motel clerk in julie,,,Unlisted,Unlisted
79,8,Walker Edmiston,the voice of the Zuni doll,voice of zuni doll,,,Unlisted,Unlisted
7,0,Joan Crawford,Dr. Brockton,dr brockton,,http://www.nndb.com/people/837/000031744/,White,Female
7,1,Michael Gough,Sam Murdock,sam murdock,,http://www.nndb.com/people/857/000086599/,White,Male
7,2,Bernard Kay,Inspector Greenham,inspector greenham,,,Unlisted,Unlisted
7,3,Kim Braden,Anne Brockton,anne brockton,,,Unlisted,Unlisted
7,4,David Griffin,Malcolm Travers,malcolm travers,,,Unlisted,Unlisted
7,5,John Hamill,Cliff,cliff,,,Unlisted,Unlisted
7,6,Thorley Walters,Magistrate,magistrate,,,Unlisted,Unlisted
7,7,Jack May,Dr. Selbourne,dr selbourne,,,Unlisted,Unlisted
7,8,Geoffrey Case,Bill,bill,,,Unlisted,Unlisted
7,9,Simon Lack,Lt. Colonel Vickers,lt colonel vickers,,,Unlisted,Unlisted
7,10,Chloe Franks,Little Girl,little girl,,,Unlisted,Unlisted
7,11,Joe Cornelius,"""Trog""",trog,,,Unlisted,Unlisted
455,0,Michael Stephenson,Joshua Waits,joshua waits,,,Unlisted,Unlisted
455,1,George Hardy,Michael Waits,michael waits,,,Unlisted,Unlisted
455,2,Margo Prey,Diana Waits,diana waits,,,Unlisted,Unlisted
455,3,Connie McFarland,Holly Waits,holly waits,,,Unlisted,Unlisted
455,4,Robert Ormsby,Seth,seth,,,Unlisted,Unlisted
455,5,Deborah Reed,Creedence Leonore Gielgud,creedence leonore gielgud,,,Unlisted,Unlisted
455,6,Jason Wright,Elliot Cooper,elliot cooper,,,Unlisted,Unlisted
455,7,Darren Ewing,Arnold,arnold,,,Unlisted,Unlisted
455,8,Jason Steadman,Drew,drew,,,Unlisted,Unlisted
455,9,David McConnell,Brent,brent,,,Unlisted,Unlisted
455,10,Michele Abrams,Wood Tales Girl,wood tales girl,,,Unlisted,Unlisted
455,11,Chris Conroy,Goblin,goblin,,,Unlisted,Unlisted
