Horror Wiki Index,char index,actor,character,stripped character,killed,actor url,race,gender
285,0,Peter Liapis,"Jonathan Graves
Jamie Bronow as Jonathan Graves as",jonathan graves jamie bronow as jonathan graves as,False,,Unlisted,Unlisted
285,1,Jamie Bronow,Jonathan Graves as,jonathan graves as,False,,Unlisted,Unlisted
285,2,Lisa Pelikan,Rebecca,rebecca,True,,Unlisted,Unlisted
285,3,Scott Thomson,Mike,mike,False,,White,Male
285,4,Ralph Seymour,"Mark ""Toad Boy""",mark toad boy,True,,White,Male
285,5,Mariska Hargitay,Donna,donna,True,http://www.nndb.com/people/992/000030902/,White,Female
285,6,Keith Joe Dick,Dick,dick,True,,White,Male
285,7,David Dayan,Eddie,eddie,True,,Unlisted,Unlisted
285,8,Victoria Catlin,Anastasia,anastasia,True,,Unlisted,Unlisted
285,9,Charene Cathleen,Robin,robin,True,,Unlisted,Unlisted
285,10,Tamara De Treaux,Greedigut,greedigut,False,,Unlisted,Unlisted
285,11,Peter Risch,Grizzel,grizzel,False,,Unlisted,Unlisted
285,12,Michael Des Barres,Malcolm Graves,malcolm graves,True,http://www.nndb.com/people/072/000130679/,White,Male
285,13,Jack Nance,Wolfgang,wolfgang,True,http://www.nndb.com/people/807/000043678/,White,Male
285,14,Bobbie Bresee,Temptress,temptress,False,,Unlisted,Unlisted
285,15,Brian Connolly,Annie Stocking,annie stocking,False,,Unlisted,Unlisted
336,0,Damon Martin,Larry,larry,,,Unlisted,Unlisted
336,1,Royal Dano,Uncle Ned,uncle ned,,http://www.nndb.com/people/215/000130822/,White,Male
336,2,Phil Fondacaro,Sir Nigel Pennyweight,sir nigel pennyweight,,,White,Male
336,3,J. Downing,P. Hardin,p hardin,,,Unlisted,Unlisted
336,4,Kerry Remsen,Nicole,nicole,,,Unlisted,Unlisted
336,5,Dale Wyatt,Dixie,dixie,,,White,Male
694,0,Katharine Isabelle,Ginger Fitzgerald,ginger fitzgerald,,http://www.nndb.com/people/685/000131292/,White,Female
694,1,Emily Perkins,Brigitte Fitzgerald,brigitte fitzgerald,,http://www.nndb.com/people/596/000160116/,White,Female
694,2,Nathaniel Arcand,The Hunter,hunter,,,White,Male
694,3,JR Bourne,James,james,,,White,Other
694,4,Hugh Dillon,Reverend Gilbert,reverend gilbert,,http://www.nndb.com/people/916/000275091/,White,Male
694,5,Adrien Dorval,Seamus,seamus,,,White,Male
694,6,Brendan Fletcher,Finn,finn,,http://www.nndb.com/people/449/000346408/,White,Male
694,7,David La Haye,Claude,claude,,,White,Male
694,8,Tom McCamus,Wallace Rowlands,wallace rowlands,,http://www.nndb.com/people/711/000114369/,White,Male
694,9,Matthew Walker,Doc Murphy,doc murphy,,,White,Male
694,10,Fabian Bird,Milo,milo,,,Unlisted,Unlisted
694,11,Kirk Jarrett,Owen,owen,,,Unlisted,Unlisted
694,12,David MacInnis,Cormac,cormac,,,White,Male
694,13,Stevie Mitchell,Geoffrey,geoffrey,,,Unlisted,Unlisted
695,0,Emily Perkins,Brigitte Fitzgerald,brigitte fitzgerald,,http://www.nndb.com/people/596/000160116/,White,Female
695,1,Tatiana Maslany,Ghost,ghost,,http://www.nndb.com/people/051/000380905/,White,Female
695,2,Eric Johnson,Tyler,tyler,,http://www.nndb.com/people/271/000109941/,White,Male
695,3,Janet Kidder,Alice Severson,alice severson,,,Unlisted,Unlisted
695,4,Brendan Fletcher,Jeremy,jeremy,,http://www.nndb.com/people/449/000346408/,White,Male
695,5,Katharine Isabelle,Ginger Fitzgerald,ginger fitzgerald,,http://www.nndb.com/people/685/000131292/,White,Female
695,6,Susan Adam,Barbara,barbara,,,Unlisted,Unlisted
695,7,Chris Fassbender,Luke,luke,,,Unlisted,Unlisted
695,8,Pascale Hutton,Beth-Ann,beth ann,,,White,Female
695,9,Michelle Beaudoin,Winnie,winnie,,,White,Female
695,10,David McNally,Marcus,marcus,,,White,Male
695,11,Patricia Idlette,Dr. Brookner,dr brookner,,,Unlisted,Unlisted
846,0,Kevan Moezzi,Kelvin Cheatum,kelvin cheatum,,,Unlisted,Unlisted
846,1,Kelsey Sanders,Heather Crocker,heather crocker,,,Unlisted,Unlisted
846,2,Joseph Porter,Tommy Hines,tommy hines,,,Unlisted,Unlisted
846,3,Frank Nicotero,Marty Dradel-Brillstein-Schwartz,marty dradel brillstein schwartz,,,Unlisted,Unlisted
846,4,Jon Southwell,Jake Jackson,jake jackson,,,Unlisted,Unlisted
846,5,Jacob Witkin,Stepfather,stepfather,,,White,Male
846,6,Michelle Bauer,Polly bunderhoof,polly bunderhoof,,http://www.nndb.com/people/118/000118761/,White,Female
846,7,Bruce Dent,Ricki Johnson,ricki johnson,,,White,Male
846,8,Emily Button,Wendy Heinz,wendy heinz,,,Unlisted,Unlisted
846,9,Parker Young,Cornelius Entemann,cornelius entemann,,,Unlisted,Unlisted
846,10,Vivian Waye,Zira Cinabonus,zira cinabonus,,,Unlisted,Unlisted
846,11,Bryce Wagoner,Tim Nestle,tim nestle,,,Unlisted,Unlisted
846,12,Johnnie Oberg Jr.,Butch Pillsbury,butch pillsbury,,,Unlisted,Unlisted
846,13,Kenneth J. Hall,Lord Astroth,lord astroth,,,Unlisted,Unlisted
846,14,Chi Chi Garcia,Cholo Wardrobe Lady,cholo wardrobe lady,,,Unlisted,Unlisted
846,15,Nick Green,hungry-Man Grip,hungry man grip,,,Unlisted,Unlisted
846,16,David Sivits,Muscle Angel,muscle angel,,,Unlisted,Unlisted
846,17,Ricardo Gil,Angry Elf,angry elf,,,Unlisted,Unlisted
846,18,Julian Fries,Bitter Efx Guy,bitter efx guy,,,Unlisted,Unlisted
846,19,Travis Dixon,Major Nelson Newton,major nelson newton,,,Unlisted,Unlisted
846,20,Junie Hoang,Ensign Del Rio,ensign del rio,,,Unlisted,Unlisted
846,21,Nic Haas,Lt. Grant Ginger,lt grant ginger,,,Unlisted,Unlisted
846,22,Bryan Pisano,Dr. Lupas Callahan,dr lupas callahan,,,Unlisted,Unlisted
846,23,Nicole Shilperoort,Nubile Untouched young Virgin,nubile untouched young virgin,,,Unlisted,Unlisted
846,24,Nicolas Leiting,Killer Robot,killer robot,,,Unlisted,Unlisted
846,25,JD Parsons,Bewildered Production Assistant,bewildered production assistant,,,Unlisted,Unlisted
846,26,Sam Cain,Burned-Out Crew Member,burned out crew member,,,Unlisted,Unlisted
846,27,Zach Wagoner,Flabbergasted Efx Guy,flabbergasted efx guy,,,Unlisted,Unlisted
846,28,Holden Hume,Beaten Down crew member,beaten down crew member,,,Unlisted,Unlisted
846,29,Merideth Corrado,Roid-Rage Fueled Crew Member,roid rage fueled crew member,,,Unlisted,Unlisted
846,30,James R. Rosenthal,Hungover Crew Member,hungover crew member,,,Unlisted,Unlisted
846,31,Edgar Allan Poe,Scary Writer Dude,scary writer dude,,http://www.nndb.com/people/469/000022403/,White,Male
846,32,David DeCoteau,David DeCoteau,david decoteau,,http://www.nndb.com/people/304/000135896/,White,Male
846,33,Greg Nicotero,Greg Nicotero,greg nicotero,,,White,Male
846,34,John Vulich,John Vulich,john vulich,,,Unlisted,Unlisted
846,35,Adam Green,Toothless McHomeless,toothless mchomeless,,,White,Male
944,0,William Butler,Gingerdead Man,gingerdead man,True,http://www.nndb.com/people/826/000031733/,White,Male
944,1,Caley Chase,Polly,polly,False,,Unlisted,Unlisted
944,2,Kimberly Pfeffer,Tammy,tammy,False,,Unlisted,Unlisted
944,3,Laura Kachergus,Clarissa,clarissa,False,,White,Female
944,4,Kyle Morris,Disco Skater,disco skater,False,,Unlisted,Unlisted
944,5,Jean Louise O'Sullivan,P.J.,pj,False,,Unlisted,Unlisted
944,6,Steffinnie Phrommany,Yoko,yoko,False,,White,Other
944,7,Amanda Barton,Roller Skater,roller skater,False,,Unlisted,Unlisted
944,8,Junie Hoang,Sandy,sandy,False,,Unlisted,Unlisted
944,9,Elizabeth Bell,Connie,connie,False,,Unlisted,Unlisted
944,10,Brendan Lamb,Beef,beef,False,,Unlisted,Unlisted
1053,0,Aaron Taylor-Johnson,Lieutenant Ford Brody,lieutenant ford brody,,,White,Male
1053,1,Bryan Cranston,"Joseph ""Joe"" Brody",joseph joe brody,,http://www.nndb.com/people/300/000130907/,White,Male
1053,2,Elizabeth Olsen,Elle Brody,elle brody,,http://www.nndb.com/people/282/000346241/,White,Female
1053,3,Ken Watanabe,Daisuke Serizawa,daisuke serizawa,,http://www.nndb.com/people/416/000110086/,Asian/Indian,Male
1053,4,Juliette Binoche,Sandra Brody,sandra brody,,http://www.nndb.com/people/970/000025895/,White,Female
1053,5,David Strathairn,Adm. Stenz,adm stenz,,http://www.nndb.com/people/467/000092191/,White,Male
1053,6,Richard T. Jones,"""The Colonel""",colonel,,http://www.nndb.com/people/322/000130929/,Black,Male
1053,7,Victor Rasuk,Major Tre Morales,major tre morales,,,Unlisted,Unlisted
1053,8,Sally Hawkins,Dr. Wates,dr wates,,http://www.nndb.com/people/640/000347596/,White,Female
1053,9,Yuki Morita,Akio's mother,akios mother,,,Unlisted,Unlisted
1053,10,Jared Keeso,Jump Master,jump master,,,White,Male
576,0,Matthew Broderick,"Dr. Niko ""Nick"" Tatopoulos",dr niko nick tatopoulos,,http://www.nndb.com/people/785/000022719/,White,Male
576,1,Jean Reno,Philippe Roaché,philippe roaché,,http://www.nndb.com/people/913/000024841/,White,Male
576,2,Maria Pitillo,Audrey Timmonds,audrey timmonds,,http://www.nndb.com/people/728/000161245/,White,Female
576,3,Hank Azaria,"Victor ""Animal"" Palotti",victor animal palotti,,http://www.nndb.com/people/584/000023515/,White,Male
576,4,Kevin Dunn,Col. Anthony Hicks,col anthony hicks,,http://www.nndb.com/people/289/000161803/,White,Male
576,5,Michael Lerner,Mayor Ebert,mayor ebert,,http://www.nndb.com/people/162/000130769/,White,Male
576,6,Harry Shearer,Charles Caiman,charles caiman,,http://www.nndb.com/people/518/000024446/,White,Male
576,7,Arabella Field,Lucy Palotti,lucy palotti,,,White,Female
576,8,Vicki Lewis,Dr. Elsie Chapman,dr elsie chapman,,http://www.nndb.com/people/598/000024526/,White,Female
576,9,Lorry Goldman,Gene,gene,,,Unlisted,Unlisted
576,10,Doug Savant,Sgt. O'Neal,sgt oneal,,http://www.nndb.com/people/283/000108956/,White,Male
576,11,Malcolm Danare,Dr. Mendel Craven,dr mendel craven,,,White,Male
576,12,Ralph Manza,Fisherman Joe,fisherman joe,,,Unlisted,Unlisted
576,13,Glenn Morshower,Kyle Terrington,kyle terrington,,http://www.nndb.com/people/879/000135474/,White,Male
576,14,Chris Ellis,Gen. Hunter Anderson,gen hunter anderson,,http://www.nndb.com/people/188/000348141/,White,Male
576,15,Richard Gant,Admiral Phelps,admiral phelps,,,White,Male
1205,0,Vera Farmiga,Dr. Emma Russell,dr emma russell,,http://www.nndb.com/people/744/000122378/,White,Female
