Horror Wiki Index,char index,Stripped Title,Year,character
1034,11,texas chainsaw 3d,2013,Kenny
1034,12,texas chainsaw 3d,2013,Ryan
1034,13,texas chainsaw 3d,2013,Nikki
1034,14,texas chainsaw 3d,2013,Officer Marvin
1034,15,texas chainsaw 3d,2013,Ollie Brown
1034,16,texas chainsaw 3d,2013,Mayor Burt Hartman
1034,17,texas chainsaw 3d,2013,"Gavin Miller, Arlene Miller"
680,0,texas chainsaw massacre,2003,Hitchhiker
680,1,texas chainsaw massacre,2003,Kemper
680,2,texas chainsaw massacre,2003,Pepper
680,3,texas chainsaw massacre,2003,Andy
680,4,texas chainsaw massacre,2003,Morgan
680,5,texas chainsaw massacre,2003,"Charlton ""Charlie"" Hewitt Jr., ""Sheriff Winston Hoyt"""
680,6,texas chainsaw massacre,2003,"Detective Wallace, Detective Adams"
321,0,texas chainsaw massacre 2,1986,One Willie Buzz
321,1,texas chainsaw massacre 2,1986,"Rick ""The Prick"""
321,2,texas chainsaw massacre 2,1986,L.G MrPeters
321,3,texas chainsaw massacre 2,1986,"Drayton ""Cook"" Sawyer"
321,4,texas chainsaw massacre 2,1986,"Bubba ""Leatherface"" Sawyer"
321,5,texas chainsaw massacre 2,1986,Mr McPeters
321,6,texas chainsaw massacre 2,1986,Mrs McPeters
321,7,texas chainsaw massacre 2,1986,Demon Mr McPeters
321,8,texas chainsaw massacre 2,1986,Demon Mrs McPeters
321,9,texas chainsaw massacre 2,1986,Demon Mrs Hardesty Enright
321,10,texas chainsaw massacre 2,1986,Demon Mr Hardesty Enright
321,11,texas chainsaw massacre 2,1986,Lieutenant Boude Enright
321,12,texas chainsaw massacre 2,1986,Hitchhiker
321,13,texas chainsaw massacre 2,1986,"""Grandpa"" Sawyer"
321,14,texas chainsaw massacre 2,1986,"""Chop-Top"" Sawyer"
779,0,texas chainsaw massacre beginning,2006,Sloane Murphy
779,1,texas chainsaw massacre beginning,2006,Meat Plant Owner
779,2,texas chainsaw massacre beginning,2006,Sheriff Winston Hoyt
779,3,texas chainsaw massacre beginning,2006,Alex
779,4,texas chainsaw massacre beginning,2006,Holden
779,5,texas chainsaw massacre beginning,2006,Eric
779,6,texas chainsaw massacre beginning,2006,Bailey
779,7,texas chainsaw massacre beginning,2006,Dean
779,8,texas chainsaw massacre beginning,2006,Chrissie
779,9,texas chainsaw massacre beginning,2006,Police Officer and Motorist
515,0,texas chainsaw massacre next generation,1994,"""I'm not hurt"" boy"
515,1,texas chainsaw massacre next generation,1994,Sean Kingsley
515,2,texas chainsaw massacre next generation,1994,Barry Rochester
515,3,texas chainsaw massacre next generation,1994,W.E. Slaughter
515,4,texas chainsaw massacre next generation,1994,Heather Hutchins
515,5,texas chainsaw massacre next generation,1994,"Mr. Spottish, Mrs. Spottish"
515,6,texas chainsaw massacre next generation,1994,Vilmer Slaughter
1194,0,unfriended dark web,2018,Kelly
1194,1,unfriended dark web,2018,DJ Lexx
1194,2,unfriended dark web,2018,A.j.
1194,3,unfriended dark web,2018,Serena's mother
1194,4,unfriended dark web,2018,Nari
1194,5,unfriended dark web,2018,a Charon
1194,6,unfriended dark web,2018,Serena
1194,7,unfriended dark web,2018,Damon
1194,8,unfriended dark web,2018,Amaya DeSoto
1194,9,unfriended dark web,2018,Erica
1194,10,unfriended dark web,2018,Matias O'Brien
1011,0,v h s,2012,Shane
1011,1,v h s,2012,Patrick
1011,2,v h s,2012,Sam
1011,3,v h s,2012,Samantha
1011,4,v h s,2012,Spider
1011,5,v h s,2012,Joey
1011,6,v h s,2012,Wendy
1011,7,v h s,2012,4 of the gang members
1011,8,v h s,2012,Gang leader
1011,9,v h s,2012,Cult Members
1011,10,v h s,2012,"Chad, Matt, Paul and Tyler"
1037,0,v h s 2,2013,Clarissa
1037,1,v h s 2,2013,Herman
1037,2,v h s 2,2013,Large group of people
1037,3,v h s 2,2013,"""Screaming woman"" and her boyfriend"
1037,4,v h s 2,2013,"Zombified ""Screaming woman"""
1037,5,v h s 2,2013,Mike
1037,6,v h s 2,2013,Couple of cyclers
1037,7,v h s 2,2013,Several attendees to a children's birthday party
1037,8,v h s 2,2013,Several Zombies
1037,9,v h s 2,2013,Zombified Mike
1037,10,v h s 2,2013,Female Cultist
1037,11,v h s 2,2013,Joni
1037,12,v h s 2,2013,Cult Members
1037,13,v h s 2,2013,Male Cultist
1037,14,v h s 2,2013,Malik and several other cultist members
1037,15,v h s 2,2013,Male Cultist
1037,16,v h s 2,2013,Father
1037,17,v h s 2,2013,Ibu Sri
1037,18,v h s 2,2013,Zombified Female Cultists
1037,19,v h s 2,2013,Lena
1037,20,v h s 2,2013,Zombified Male Cultist
1037,21,v h s 2,2013,Zombified Male Cultist
1037,22,v h s 2,2013,Adam
1037,23,v h s 2,2013,Zack
1037,24,v h s 2,2013,Danny and Shawn
1037,25,v h s 2,2013,Randy
1037,26,v h s 2,2013,Jen
1037,27,v h s 2,2013,Gary
1037,28,v h s 2,2013,Tank
1037,29,v h s 2,2013,Ayesha
1037,30,v h s 2,2013,Zombified Ayesha
1037,31,v h s 2,2013,Larry
517,0,wes cravens new nightmare,1994,Chuck Wilson
517,1,wes cravens new nightmare,1994,Terry Feinstein
517,2,wes cravens new nightmare,1994,Chase Porter
517,3,wes cravens new nightmare,1994,"Julianna Peyton ""Julie"" McKenna"
517,4,wes cravens new nightmare,1994,"Frederick Charles ""Freddy"" Krueger Entity"
