Horror Wiki Index,char index,actor,character
810,9,VJ Kewl,Rachel
810,10,Robert Blush,Frank
810,11,Jonas Talkington,Cal Miner
810,12,Terence H. Winkless,Deputy Dale Davis
1175,0,Katherine Barrell,Jade
1175,1,Tim Rozon,Sam
1175,2,Sai Bennett,Alice
1175,3,Luke Newton,Billy
1175,4,Craig Stein,Spencer
1175,5,Greg Kriek,Travis
1175,6,Joe Pantoliano,Henderson
1081,0,Corin Nemec,"Will ""Tully"" Tull"
1081,1,Yancy Butler,Reba
1081,2,Skye Lourie,Bethany Tull
1081,3,Robert Englund,Jim Bickerman
1081,4,Stephen Billington,Beach
1081,5,Annabel Wright,Sarah Murdoch
1081,6,Oliver Walker,Deputy Ferguson
1081,7,Laura Dale,Tiffani
1081,8,Ali Eagle,Margo
1081,9,Heather Gilbert,Jane
1081,10,Georgina Philipps,Jennifer
1081,11,Jenny May Darcy,Melissa
1081,12,Sophia Lorenti,Amber
1081,13,Nigel Barber,The Mayor
732,0,Simon Baker,Riley Denbo
732,1,John Leguizamo,Cholo DeMora
732,2,Dennis Hopper,Paul Kaufman
732,3,Asia Argento,Slack
732,4,Robert Joy,Charlie Houk
732,5,Eugene Clark,Big Daddy
732,6,Joanne Boland,Pretty Boy
732,7,Tony Nappo,Foxy
732,8,Jennifer Baxter,Number 9
732,9,Boyd Banks,Butcher
732,10,Jasmin Geljo,Tambourine man
732,11,Maxwell McCabe-Lokos,Mouse
732,12,Tony Munch,Anchor
732,13,Shawn Roberts,Mike
732,14,Pedro Miguel Arce,Pillsbury
732,15,Sasha Roiz,Manolete
732,16,Krista Bridges,Motown
732,17,Bruce McFee,Mulligan
732,18,Phil Fondacarro,Chihuahua
732,19,Alan van Sprang,Brubaker
732,20,Earl Pastko,Roach
732,21,Peter Outerbridge,Styles
732,22,Gene Mack,Knipp
732,23,Devon Bostick,Brian
732,24,Simon Pegg,Photot Booth Zombie
732,25,Edgar Wright,Photo Booth Zombie
732,26,Tom Savini,Blades the Machete Zombie
732,27,Gregory Nicotero,Bridgekeeper Zombie
1089,0,Mark Duplass,Frank
1089,1,Olivia Wilde,Zoe
1089,2,Sarah Bolger,Eva
1089,3,Evan Peters,Clay
1089,4,Donald Glover,Niko
1089,5,Ray Wise,Mr. Wallace
1144,0,Sam Strike,"Leatherface
Boris Kabakchiev as Young Leatherface"
1144,1,Boris Kabakchiev,Young Leatherface
1144,2,Lili Taylor,Verna Sawyer
1144,3,Dimo Alexiev,Drayton Sawyer
1144,4,Dejan Angelov,"Nubbins Sawyer
Hristo Milev as Young Nubbins"
1144,5,Hristo Milev,Young Nubbins
1144,6,Eduard Parsehyan,Grandpa Sawyer
1144,7,Stephen Dorff,Texas Ranger Hal Hartman
1144,8,Vanessa Grasse,"Nurse Elizabeth ""Lizzy"" White"
1144,9,James Bloor,Ike
1144,10,Jessica Madsen,Clarice
1144,11,Sam Coleman,Bud
1144,12,Finn Jones,Deputy Sorells
1144,13,Chris Adamson,Doctor Lang
1144,14,Julian Kostov,Ted Hardesty
1144,15,Lorina Kamburova,Betty Hartman
438,0,Kate Hodge,Michelle
438,1,William Butler,Ryan
438,2,Ken Foree,Benny
438,3,Toni Hudson,Sara
438,4,Viggo Mortensen,Eddie 'Tex' Sawyer
438,5,Joe Unger,Tinker Sawyer
438,6,R.A. Mihailoff,Leatherface 'Junior' Sawyer
438,7,Beth DePatie,Gina
438,8,David Cloud,Scott
438,9,Miriam Byrd-Nethery,Mamma Sawyer
438,10,Tom Everett,Alfredo 'Alfred' Sawyer
438,11,Jennifer Banko,Leatherface's Daughter
438,12,Duane Whitaker,Kim
438,13,Ron Brooks,TV Newsman
438,14,Michael Shamus Wiles,Checkpoint Officer
122,0,Katharine Ross,Margaret Walsh
122,1,Sam Elliott,Pete Danner
122,2,Roger Daltrey,Cilve Jackson
122,3,John Standing,Jason Mountolive
122,4,Ian Hogg,Harry
122,5,Margaret Tyzack,Nurse Adams
122,6,Charles Gray,Karl Liebnecht
122,7,Lee Montague,Jacques Grandier
122,8,Hidegarde Neil,Barbara Kirstenburg
122,9,Marianne Broome,Maria Gabrieli
37,0,The Haunting,similar premise
918,0,Paul Bettany,Michael
918,1,Dennis Quaid,Bob Hanson
918,2,Lucas Black,Jeep Hanson
918,3,Adrianne Palicki,Charlie
918,4,Tyrese Gibson,Kyle Williams
918,5,Charles S. Dutton,Percy Walker
918,6,Jon Tenney,Howard Anderson
918,7,Kate Walsh,Sandra Anderson
918,8,Willa Holland,Audrey Anderson
918,9,Kevin Durand,Gabriel
918,10,Doug Jones,Ice Cream Man.
918,11,Jeanette Miller,Gladys
509,0,Warwick Davis,The Leprechaun
509,1,Charlie Heath,Cody Ingalls
509,2,Shevonne Durkin,Bridget Callum
509,3,Sandy Baron,Morty Ingalls
509,4,Adam Biesk,Ian
509,5,Linda Hopkins,Housewife
509,6,Arturo Gil,Pub Drunk
509,7,Kimmy Robertson,Tourist's Girlfriend
509,8,Clint Howard,The Tourist
509,9,Billy Beck,Homeless Man
509,10,Al White,Desk Sargeant
509,11,Martha Hackett,Detective
509,12,Tony Cox,Black Leprechaun
509,13,Mark Kiely,Tim Streer
509,14,Michael McDonald,Waiter
509,15,Warren Stevens,Wiggins
523,0,Warwick Davis,Leprechaun
523,1,John Gatins,Scott McCoy
523,2,Lee Armstrong,Tammy Larsen
523,3,Caroline Williams,Loretta
523,4,John DeMita,Fazio
523,5,Michael Callan,Mitch
523,6,Tom Dugan,Art
523,7,Marcelo Tubert,Gupta
558,0,Warwick Davis,The Leprechaun
558,1,Brent Jasmer,SSgt. Books Malloy
558,2,Jessica Collins,Dr. Tina Reeves
558,3,Guy Siner,Dr. Mittenhand/Mittenspider
558,4,Gary Grossman,Harold
558,5,Rebekah Carlton,Princess Zarina
558,6,Tim Colceri,MSgt. Metal Head Hooker
558,7,Miguel A. Nunez Jr.,Sticks
558,8,Debbe Dunning,Priv. Delores Costello
558,9,Mike Cannizzo,Danny
558,10,Rick Peters,Mooch
558,11,Geoff Meed,Kowalski
558,12,Ladd York,Lucky
558,13,James Quinn,Computer Voice
558,14,Richard Bellis,Elei
558,15,Christine Aaftink,Alien
496,0,Warwick Davis,Leprechaun
496,1,Jennifer Anniston,Tory Redding
496,2,Ken Olandt,Nathan Murphy
496,3,Mark Holton,Ozzie Jones
496,4,Robert Hy Gorman,Alex Murphy
621,0,Warwick Davis,Leprechaun
621,1,Ice-T,Mack Daddy O'Nassas
621,2,Anthony Montgomery,Postmaster P. Smith
621,3,Rashaan Nall,Stray Bullet
621,4,Red Grant,Butch
621,5,Dan Martin,Jackie Dee
621,6,Lobo Sebastian,Fontaine Rivera
621,7,Ivory Ocean,Reverend Hanson
621,8,Coolio,Coolio
621,9,Daya Vaidya,Waitress #1
621,10,Chloe Hunter,Waitress #2
621,11,Lori J. Jones,Waitress #3
621,12,Wes Craven,Jesus
14,0,Zohra Lampert,Jéssica
14,1,Barton Heyman,Duncan
14,2,Kevin O'Connor,Woody
14,3,Gretchen Corbett,The Girl
14,4,Alan Manson,Sam Dorker
14,5,Mariclare Costello,Emily
409,0,Peter Weller,Steven Beck
409,1,Richard Crenna,Dr. Glen Thompson
409,2,Amanda Pays,Elizabeth 'Willie' Williams
409,3,Daniel Stern,Buzz 'Sixpack' Parrish
409,4,Ernie Hudson,Justin Jones
409,5,Michael Carmine,Tony 'DeJesus' Rodero
409,6,Lisa Eilbacher,Bridget Bowman
409,7,Hector Elizondo,G. P. Cobb
409,8,Meg Foster,Martin
1145,0,Jake Gyllenhaal,Dr. David Jordan
1145,1,Rebecca Ferguson,Dr. Miranda North
1145,2,Ryan Reynolds,Rory Adams
1145,3,Hiroyuki Sanada,Sho Murakami
1145,4,Ariyon Bakare,Dr. Hugh Derry
1145,5,Olga Dihovichnaya,Ekaterina Golovkina
1056,0,Aubrey Plaza,Beth Slocum
1056,1,Dane DeHaan,Zach Orfman
1056,2,Molly Shannon,Geenie Slocum
1056,3,Cheryl Hines,Judy Orfman
1056,4,Paul Reiser,Noah Orfman
1056,5,Matthew Gray Gubler,Kyle Orfman
1056,6,John C. Reilly,Maury Slocum
1056,7,Anna Kendrick,Erica Wexler
1056,8,Paul Weitz,Mr. Levin
1056,9,Alia Shawkat,Roz
1056,10,Adam Pally,Diner Sommelier
1056,11,Jim O'Heir,Chip the Mailman
1056,12,Garry Marshall,Grandpa Orfman
887,0,Tim Thomerson,The Priest
887,1,Ken Foree,Max
887,2,Gregory Lee Kenyon,Vampire Baxter
887,3,Tiffany Shepsis,Spider
887,4,Mark Hengst,Vampire leader Benedict
887,5,Chuck Williams,Desert Bartender
887,6,Osa Wallander,Vampire Sydney
887,7,Jeff Burr,Bathroom Trucker
887,8,Mark Terry,David
288,0,Steve Railsback,Col. Tom Carlsen
288,1,Peter Firth,Col. Colin Caine
288,2,Frank Finlay,Dr. Hans Fallada
288,3,Mathilda May,Space Girl
288,4,Patrick Stewart,Dr. Armstrong
288,5,Michael Gothard,Dr. Leonard Bukovsky
288,6,Nicholas Ball,Roger Derebridge
288,7,Aubrey Morris,Sir Percy Heseltine
288,8,John Hallam,Lamson
288,9,Richard Oldfield,Mission Leader
288,10,Chris Jagger,First Vampire
288,11,Bill Malin,Second Vampire
288,12,Chris Sullivan,Kelly
1111,0,Teresa Palmer,Rebecca
1111,1,Amiah Miller,Young Rebecca
1111,2,Gabriel Bateman,Martin
1111,3,Maria Bello,Sophie
1111,4,Emily Alyn Lind,Young Sophie
1111,5,Alexander DiPersia,Bret
1111,6,Billy Burke,Paul
1111,7,Alicia Vela-Bailey,Diana
1111,8,Ava Cantrell,Young Diana
1111,9,Lotta Losten,Esther
1111,10,Andi Osho,Emma
74,1,A x-rated version of this film titled Suce-moi vampire,Frédéric is named Pierre.
65,0,Telly Savalas,Leandro
65,1,Elke Sommer,Lisa Reiner/Elena
65,2,Sylva Koscina,Sophia Lehar
65,3,Alessio Orano,Maximilian
65,4,Alida Valli,Countess
65,5,Gabriele Tinti,George
65,6,Kathy Leone,Lisa's Friend
65,7,Eduardo Fajardo,Francis Lehar
65,8,Franz von Treuberg,Shopkeeper
65,9,Espartaco Santoni,Carlo
65,10,Robert Alda,Father Michael
65,11,Carmen Silva,Anna
1177,0,Domhnall Gleeson,Dr. Faraday
1177,1,Ruth Wilson,Caroline Ayres
1177,2,Will Poulter,"Roderick ""Roddy"" Ayres"
1177,3,Charlotte Rampling,Mrs. Ayres
1177,4,Josh Dylan,Bland
1177,5,Liv Hill,Betty
987,0,Sheri Moon Zombie,Heidi LaRoc / Adelaide Hawthorne
987,1,Bruce Davison,Francis Matthias
987,2,Jeff Daniel Phillips,"Herman ""Whitey"" Salvador"
987,3,Judy Geeson,Lacy Doyle
987,4,Meg Foster,Margaret Morgan
987,5,Patricia Quinn,Megan
987,6,Dee Wallace,Sonny
341,0,Jason Patric,Michael Emerson
341,1,Corey Haim,Sam Emerson
341,2,Kiefer Sutherland,David
341,3,Corey Feldman,Edgar Frog
341,4,Jamison Newlander,Alan Frog
341,5,Jami Gertz,Star
341,6,Edward Herrmann,Max
341,7,Barnard Hughes,Grandpa
341,8,Dianne West,Lucy Emerson
341,9,Brooke McCarter,Paul
341,10,Billy Wirth,Dwayne
341,11,Alex Winter,Marko
341,12,Chance Michael Corbitt,Laddie
341,13,Alexander Bacon Chapman,Greg
341,14,Nori Morgan,Shelly
341,15,Kelly Jo Minter,Maria
341,16,Tim Cappello,Saxophone Player
932,0,Emily Foxler,Anna
932,1,Nick Mennell,Tom
932,2,Marc Bacher,Joe
932,3,Brianna Brown,Alexis
932,4,Hadley Fraser,Chris
932,5,Maxine Bahns,Maya
932,6,Ryan Alosio,Marcus
932,7,Lance Henriksen,Gallo
932,8,Terry Notary,Alpha Male
932,9,Peter David Parasiliti,Alpha Male
932,10,Mohit Ramchandani,Man in Church
902,0,Xavier Samuel,Brent Mitchell
902,1,Robin McLeavy,"Lola Stone ""Princess"""
902,2,John Brumpton,Daddy
902,3,Richard Wilson,Jamie
902,4,Victoria Thaine,Holly
902,5,Jessica McNamee,Mia
902,6,Andrew S. Gilbert,Paul
902,7,Suzi Dougherty,Carla
902,8,Victoria Eagger,Judith
902,9,Anne Scott-Pendlebury,Bright Eyes
902,10,Fred Whitlock,Dan
902,11,Lucy Greco,Student
310,0,Nick Van Suyt,John Lucker
310,1,Helga Vandevelde,Cathy Jordan
310,2,Carry Van Middel,Nurse
310,3,Frank Van Laecke,Bobby
310,4,Let Jodts,Hooker
310,5,Freek Neirynck,Bartender
310,6,Martine Scherre,Girl in Jogging
310,7,Tony Castillo,Dealer
310,8,John Edwards,Boyfriend
66,0,Vincent Price,Paul Toombes
66,1,Peter Cushing,Herbert Flay
66,2,Robert Quarry,Oliver Quayle
66,3,Adrienne Corri,Faye Carstairs Flay
66,4,Natasha Pyne,Julia Wilson
66,5,Michael Parkinson,T.V. Interviewer
66,6,Linda Hayden,Elizabeth Peters
66,7,Barry Dennen,Gerry Blount
66,8,Ellis Dale,Alfred Peters
66,9,Catherine Willmer,Louise Peters
229,0,Gaylen Ross,Betsy
229,1,Tony Fish,T.P.
229,2,Harriet Bass,Stacy
229,3,Seth Jones,Dave
229,4,Jan Claire,Ellie
229,5,Alexander Murphy,Jr. as Bill
229,6,Jimmy Steele,Richie
229,7,Carl Fredericks,Max
229,8,Michael Sullivan,Dippy
229,9,Paul Ehlers,Madman Marz
1082,0,Arnold Schwarzenegger,Wade Vogel
1082,1,Abigail Breslin,Maggie Vogel
1082,2,Joely Richardson,Caroline Vogel
1082,3,Douglas M. Griffin,Sheriff Ray Pierce
1082,4,J. D. Evermore,Holt
1082,5,Rachel Whitman Groves,Bonnie
1082,6,Jodie Moore,Dr. Vern Kaplan
1082,7,Bryce Romero,Trent
1030,0,Jessica Chastain,Annabel
1030,1,Nikolaj Coster-Waldau,Lucas Desange and his twin brother Jeffrey Desange
1030,2,Megan Charpentier,Victoria Desange
1030,3,Isabelle Nélisse,Lilly Desange
1030,4,Daniel Kash,Dr Dreyfuss
1030,5,Julia Chantrey,Nina
1030,6,Jane Moffat,Jean Podolski
1030,7,Morgan McGarry,Young Victoria
1030,8,Jayden Greig,Orphaned boy #1
1030,9,Tyler Curnew,Orphaned boy #2
1030,10,Sydney Cross,Orphaned girl
1030,11,Pamela Farrauto,The Nun
1030,12,Javier Botet,Undisclosed role
530,0,Robert Englund,William 'Bill' Gartley
530,1,Daniel Matmor,Mark Jackson
530,2,Ted Levine,Officer John Hunton
530,3,Vanessa Pike,Sherry Ouelette
530,4,Jeremy Crutchley,JJJ Pictureman / Mortician
989,0,Elijah Wood,Frank Zito
989,1,Nora Arnezeder,Anna D'Antoni
989,2,Jan Broberg,Rita
989,3,Liane Balaban,Judy
989,4,America Olivo,Angela Zito
989,5,Joshua De La Garza,Martin Nunez
989,6,Morgane Slemp,Jenna
989,7,Sal Landi,Detective
169,0,Joe Spinell,Frank Zito
169,1,Caroline Munro,Anna D'Antoni
169,2,Gail Lawrence,Rita
169,3,Kelly Piper,Nurse
169,4,Rita Montone,Hooker
169,5,Tom Savini,Disco boy
169,6,Hyla Marrow,Disco girl
169,7,James Brewster,Beach boy
169,8,Linda Lee Walter,Beach girl
169,9,Tracie Evans,Street hooker
169,10,Sharon Mitchell,Nurse #2
169,11,Carol Henry,Deadbeat
169,12,Nelia Bacmeister,Carmen Zito
169,13,Louis Jawitz,Art director
169,14,Denise Spagnuolo,Denise
169,15,Billy Spagnuolo,Billy
169,16,Frank Pesce,TV reporter
169,17,William Lustig,Hotel manager
380,0,Bruce Campbell,Officer Jack W. Forrest Jr.
380,1,Thomas Atkin,Detective Lieutenant Frank McCrae
380,2,Laurence Landon,Officer Theresa Mallory
380,3,Richard Rountree,Commissioner Pike
380,4,William Smith,Captain Ripley
380,5,Robert Z'Darsky,"Officer Matthew ""Matt"" Cordell"
380,6,Nina Arvesen,Regina Shepard
380,7,Sheree North,Officer Sally Noland
380,8,Victoria Catlin,Ellen Forrest
380,9,Ron Holstrom,Building Superintendent
380,10,William Lustig makes,cameo appearance as
380,11,Sam Raimi,"""Parade Reporter""."
439,0,Robert J. Z'Darsky,"Matthew ""Matt"" Cordell/Maniac Cop"
439,1,Robert J. Davi,Detective Lieutenant Sean McKinney
439,2,Bruce L. Campbell,Officer Jack W. Forrest Jr.
439,3,Claudia A. Christian,Officer Susan Riley
439,4,Michael Lerner,Commissioner Edward Doyle
439,5,Laurene L. Coughlin,Officer Theresa Mallory
439,6,Clarence Williams lll,Joseph T. Blum
439,7,Leo Rossi,Steven Turkell
439,8,Paula Trickey,Cheryl
498,0,Robert Z'Darsky,Officer Matthew Cordell/Maniac Cop
498,1,Robert David,Detective Lieutenant Sean McKinney
498,2,Caitlin Dulany,Doctor Susan Fowler
498,3,Gretchen Becker,Officer Katie Sullivan
498,4,Paul Gleason,Hank Cooney
498,5,Jackie Earle Haley,Frank Jessup
498,6,Julius Harris,Houngan Malfaiteur
498,7,Grand L. Bush,William
498,8,Doug Savant,Doctor Peter Myerson
498,9,Robert Forster,Doctor Powell
498,10,Bobby Di Cicco,Bishop
498,11,Frank Pesce,Tribble
498,12,Lou Diaz,Lieutenant Leon
498,13,Brenda Varda,Gina Lindsey
498,14,Vanessa Marquez,Terry
498,15,Jeffrey Anderson-Gunter,Janitor
498,16,Jophery Brown,Degrazia
498,17,Vinnie Curto,Kenyon
497,0,Ally Sheedy,Lori Tanner
497,1,Lance Henriksen,Dr. Jarret
497,2,Robert Costanzo,Detective Frankie Kovacs
497,3,Fredric Lehne,Perry
497,4,John Cassini,Detective Emilio Bendetti
497,5,J.D. Daniels,Rudy
497,6,William Sanderson,Ray
497,7,Trula M. Marcus,Annie
497,8,Robin Frates,Judy Sanders
497,9,Frank Welker,the vocal effects of Max
497,10,Rick Barker,Mailman
497,11,Mickey Cassidy,Paperboy
497,12,Thomas Rosales,Jr. as Mugger
38,0,Erika Blanc,Young Elizabeth von Salmenau
38,1,Anton Diffring,Balthasar von Ross
38,2,Reggie Nalder,Natas
38,3,Percy Hoven,Alexander
38,4,Jean-Pierre Zola,Nicholas
38,5,Astrid Kilian,Clementine
38,6,Ellen Umlauf,Abbess
311,0,Emilio Estevez,"William ""Billy"" Robinson"
311,1,Pat Hingle,Bubba Hendershot
311,2,Laura Harrington,Brett
311,3,Christopher Murney,Camp Loman
311,4,Yeardley Smith,Connie
311,5,J.C. Quinn,Duncan 'Dunc' Keller
311,6,John Short,Curtis 'Curt'
311,7,Holter Graham,Deke Keller
311,8,Pat Miller,Joe 'Joey'
311,9,Barry Bell,Steve Gayton
311,10,Frankie Faison,Handy
311,11,J. Don Ferguson,Andy
311,12,Jack Canon,Max
311,13,Leon Rippy,Brad
311,14,Bob Gooden,Barry
311,15,John Brasington,Frank
311,16,R. Pickett Bugg,Rolf
311,17,Richard Chapman,Jr. as Ajirjint the Helper/Dead Gas Station Attendant
311,18,Bernie Pock,Loman Face Stealer
311,19,Bob Gunter,Coach
311,20,Bill Huggins,Umpire
311,21,Ned Austin,The Drawbridgemaster
311,22,Giancarlo Esposito,Ill-Fated Videoplayer
311,23,Stephen King,Man At Bank ATM
311,24,Marla Maples,2nd Woman
311,25,Martin Tucker,2nd Man
311,26,Denver Mattson,Dead Man Killed by Chainsaw
311,27,Barry Nolan,Male Newscaster Voice
311,28,Hal Fishman,Anchorman Voice
311,29,Greg Sheldon,AC/DC van driver
311,30,Evan A. Lotman,Grey Van Driver
311,31,Connie Smith,Dead Lady In Car
660,0,Angela Bettis,"May Dove Canady
Chandler Riley Hecht as young May"
660,1,Chandler Riley Hecht,young May
660,3,Anna Faris,Polly
660,4,Nichole Hiltz,Ambrosia
660,5,James Duval,Blank
660,6,Ken Davitian,Foreign Doctor
660,7,Kevin Gage,Papa Canady
660,8,Merle Kennedy,Mama Canady
660,9,Rachel David,Petey David
660,10,Nora Zehetner,Hoop
660,11,Will Estes,Chris
1190,0,Jason Statham,Jonas Taylor
1190,1,Li Bingbing,Suyin Zhang
1190,2,Rainn Wilson,Jack Morris
1190,3,Ruby Rose,Jaxx Herd
1190,4,Winston Chao,Dr. Minway Zhang
1190,5,Sophia Cai,Meiying
1190,6,Cliff Curtis,"James ""Mac"" Mackreides"
1190,7,Page Kennedy,DJ
1190,8,Jessica McNamee,Lori
1190,9,Robert Taylor,Dr. Heller
1190,10,Ólafur Darri Ólafsson,The Wall
1190,11,Masi Oka,Toshi
634,0,Rufus Sewell,Angus Shaw
634,1,Carla Gugino,"Lillian ""Lily"" Shaw"
634,2,Jim Piddock,Captain Dunn
634,3,Reno Wilson,Bailey
634,4,Mark Aiken,Gifford
634,5,Fintan McKeown,Skelly
634,6,Aubrey Morris,Mr. Woolrich
634,7,Gil Bellows,Miles
634,8,Rya Kihlstedt,Mermaid
634,9,Hannah Sim,Queen of the Lair
634,10,Jon Sklaroff,Russian Eddie
634,11,David Nott,Cook
634,12,Dan Hildebrand,Christian
634,13,Preston Maybank,Navy Captain
634,14,Brian Sieve,Officer Dixon
634,15,Matthew Roseman,Officer Jenkins
634,16,Gabriel Gutierrez,Young O'Donnell
634,17,Isabella Gutierrez,Miranda
440,0,Matt Kulis,John Griffen
440,1,Patrick Barnes,Brian
440,2,Tara Leigh,Sherry Griffen
440,3,Dianna Flaherty,Kim Griffen
440,4,Katherine Romaine,Nancy Kane
440,5,Marcus Powell,Dr. Viallini
440,6,Allen Lewis Rickman,Dr. Elliot Stein
440,7,George G. Colucci,Dr. Michael Foster
440,8,Colton Wayne,Mitchell
440,9,Greg Sullivan,Jarrett
847,0,Bradley Cooper,Leon Kaufman
847,1,Leslie Bibb,Maya
847,2,Brooke Shields,Susan Hoff
847,3,Roger Bart,Jurgis
847,4,Ted Raimi,Randle Cooper
847,5,Vinnie Jones,Mahogany
847,6,Peter Jacobson,Otto
847,7,Barbara Eve Harris,Detective Lynn Hadley
847,8,Tony Curran,Driver
847,9,Stephanie Mace,Leigh Cooper
847,10,Quinton Jackson,Guardian Angel
847,11,Allen Maldonado,Lead Gangbanger
441,0,Michael Dudikoff,Lawson
441,1,Mark Hamill,Justin Mckay
441,2,Savina Gersak,Lara
441,3,Robert Mitchum,Dr. Hardy
441,4,Pamela Ludwig,Rental agent
441,5,Timothy Brown,Jordan
441,6,Lezlie Deane,Joan
441,7,Steve Ingrassia,Man with Joan
441,8,Cynthia Szigeti,Mrs. Egan
441,9,Dee Dee Rescher,
441,10,R. A. Rondell,Officer Baker
441,11,Mark A. Pierce,
559,0,Mira Sorvino,Dr. Susan Tyler
559,1,Jeremy Northam,Dr. Peter Mann
559,2,Josh Brolin,Josh Maslow
559,3,Charles S. Dutton,Officer Leonard Norton
559,4,Giancarlo Giannini,Manny Gavoila
559,5,F. Murray Abraham,Dr. Gates
559,6,Norman Reedus,Jeremy
559,7,Julian Richings,Workman
559,8,Doug Jones,Long John #2
559,9,Alexander Goodwin,Chuy Gavoila
559,10,Alix Koromzay,Remy Panos
559,11,James Costa,Ricky
559,12,Javon Barnwell,Davis
442,0,James Caan,Paul Sheldon
442,1,Kathy Bates,Annie Wilkes
442,2,Richard Farnsworth,Buster
442,3,Frances Sternhagen,Virginia
442,4,Lauren Bacall,Marcia Sindell
442,5,Graham Jarvis,Libby
812,0,Thomas Jane,David Drayton
812,1,Marcia Gay Harden,Mrs. Carmody
812,2,Laurie Holden,Amanda Dumfries
812,3,Jeffrey DeMunn,Dan Miller
812,4,Andre Braugher,Brent Norton
812,5,Samuel Witwer,Private Wayne Jessup
812,6,Toby Jones,Ollie Weeks
812,7,William Sadler,Jim Grondin
812,8,Frances Sternhagen,Irene Reppler
812,9,Nathan Gamble,Billy Drayton
812,10,Alexa Davalos,Sally
812,11,Chris Owen,Norm
812,12,Robert Treveiler,Bud Brown
812,13,David Jensen,Myron LaFleur
812,14,Melissa McBride,Woman With Kids at Home
812,15,Buck Taylor,Ambrose Cornell
812,16,Brian Libby,Biker
812,17,Juan Gabriel Pareja,Morales
812,18,Kelly Collins Lintz,"Stephanie ""Steff"" Drayton"
812,19,Ron Clinton Smith,Mr. Mackey
381,0,Jason Beghe,Allan Mann
381,1,John Pankow,Geoffrey
381,2,Kate McNeil,Melanie
381,3,Joyce Van Patten,Dorothy Mann
381,4,Christine Forrest,Maryanne Hodges
381,5,Stephen Root,Dean Burbage
381,6,Stanley Tucci,Dr. John Wiseman
269,0,Alice Cooper,Vince Raven
269,1,Victoria Vera,Sandra
269,2,Carlos Santurio,Frank
269,3,Pepa Sarsa,Marilou
269,4,Pepita James,Angela
269,5,Emilio Linder,Jordan
269,6,Ricardo Palacios,Sheriff Morrison
764,0,Mitchel Musso,D.J. Walters
764,1,Sam Lerner,Chowder
764,2,Spencer Locke,Jenny Bennett
764,3,Steve Buscemi,Horace Nebbercracker
764,4,Maggie Gyllenhaal,Zee
764,5,Kevin James,Police Officer Landers
764,6,Nick Cannon,Police Officer Lister
764,7,Jason Lee,Bones
764,8,Jon Heder,"Reginald ""Skull"" Skulinski"
764,9,Catherine O'Hara,Mrs. Walters
764,10,Fred Willard,Mr. Walters
764,11,Kathleen Turner,Constance Nebbercracker
764,12,Ryan Newman,Eliza
342,0,Andre Gower,Sean Crenshaw
342,1,Robby Kiger,Patrick
342,2,Brent Chalem,Horace
342,3,Ryan Lambert,Ryan Lambert
342,4,Michael Faustino,Eugene
342,5,Ashley Bank,Phoebe Crenshaw
170,0,James Mitchum,Travis
170,1,John Carradine,Priest
170,2,Philip Carey,Barnes
170,3,Anthony Eisley,Pete
170,4,Andrea Hartford,Andrea
170,5,Glen Hartford,Glen
170,6,Coral Kassel,Girl in lake
171,0,Rory Calhoun,Vincent Smith
171,1,Paul Linke,Sheriff Bruce Smith
171,2,Nancy Parsons,Ida Smith
171,3,Nina Axelrod,Terry
171,4,Wolfman Jack,Reverend Billy
171,5,Elaine Joyce,Edith Olson
171,6,Dick Curtis,Guy Robaire / 1st TV Preacher
171,7,Monique St. Pierre,Debbie
171,8,Rosanne Katon,Suzi
171,9,E. Hampton Beagle,Bob Anderson
171,10,Everett Creach,Bo Tulinksi
171,11,Michael Melvin,Ivan
171,12,John Ratzenberger,Drummer
171,13,Marc Silver,Guitarist
171,14,Victoria Hartman,Female Terrible
171,15,Gwil Richards,Mr. Owen
171,16,Toni Gillman,Mrs. Richards
961,0,Lily Cole,Ernessa Bloch
961,1,Sarah Gadon,Lucy Blake
961,2,Sarah Bolger,Rebecca Cantor
961,3,Judy Parfitt,Mrs. Rood
961,4,Melissa Farman,Dora
961,5,Laurence Hamelin,Sofia
961,6,Gia Sandhu,Kiki
961,7,Valerie Tian,Charley
961,8,Scott Speedman,Mr. Davies
765,0,Karen Turner,Mrs. Randall
765,1,Dave Cunningham,James Randall
765,2,Rudy Hatfield,David R. Ness/Mr. Jingles
765,3,Kelli Jensen,Angie Randall
765,4,Chris Peters,Bill Guinness
765,5,Tom Reeser,Mayor Baines
765,6,Jon Manthei,Doctor Rudolph/Cop 1
765,7,Nicole Majdali,Helen Jameson
765,8,Chrissy Reeser,Mayor's Assistant
765,9,Doug Kolbicz,Chris
765,10,Nathanial Ketchum,Dylan Jameson
765,11,Heather Doba,Melanie Guinness
765,12,Brian Zoner,Curtis
765,13,Jessica Hall,Heidi Jameson
765,14,John Anton,Stranger
765,15,Michael Patrick Pilson,Cemetery Man
765,16,Novelle Neechi,Trisha
765,17,Amber Whelan,Jennifer
765,18,James Block,Parker
765,19,Jacob Bailey,Rusty
765,20,Jason Ryan,Jason
765,21,Shaun Buckley,Cameron
765,22,Tommy Brunswick,Cop 2
605,0,Brendan Fraser,Rick O'Connell
605,1,Rachel Weisz,Evelyn Carnahan
605,2,John Hannah,Jonathan Carnahan
605,3,Arnold Vosloo,Imhotep
605,4,Kevin J. O'Connor,Beni Gabor
