Horror Wiki Index,char index,actor,character
477,0,Stephen Macht,Jacob Sterling
477,1,Shawn Weatherly,Andrea Livingston
477,2,Megan Ward,Lisa Sterling
477,3,Damon Martin,Rusty Sterling
477,4,Jonathan Penner,Dr. Leonard Stafford
477,5,Nita Talbot,Iris Wheeler
477,6,Dean Cochran,Andy
477,7,Terrie Snell,Mrs. Tetmann
477,8,Kevin Bourland,Officer #1
477,9,Margarita Franco,Officer #2
477,10,William Jackson,Officer #3
477,11,Willie C. Carpenter,Doctor
477,12,Dick Miller,Mr. Anderson
477,13,Alan Berman,Van Driver
477,14,Dylan Milo,Baby Rusty
477,15,Richard Cromwell,The Teddy Bear
477,16,Dawn Parker Sands,Justin's girlfriend
477,17,Robert M. Owens,Spot
834,0,Keir O'Donnell,The Laugh
834,1,Katheryn Winnick,Tabitha Wright
834,2,Laura Breckenridge,Shelby Leds
834,3,Jessica Lucas,Lisa Swan
834,4,Tad Hilgenbrink,Rob
834,5,Reid Scott,Dan
834,6,Rena Owen,Psychiatrist
834,7,Kevin Gage,Tryton
834,8,Brennan Bailey,Danny
834,9,Preston Bailey,Max
834,10,Shauna Duggins,Woman In Truck
834,11,Fernanda Dorogi,Cat
834,12,Eyad Kurd-Misto,Young Laugh
834,13,Karley Scott Collins,Young Tabitha
834,14,Jadin Gould,Young Shelby
834,15,Alisha Boe,Young Lisa
182,0,David Naughton,David Kessler
182,1,Jenny Agutter,Nurse Alex Price
182,2,Griffin Dunne,Jack Goodman
182,3,John Woodvine,Dr. J.S. Hirsch
182,4,Lila Kaye,Pub Landlady
182,5,Frank Oz,Mr. Collins
182,6,David Schofield,Darts Player
182,7,Brian Glover,Chess Player
182,8,Rik Mayall,2nd Chess Player
182,9,Don McKillop,Inspector Villiers
182,10,Paul Kember,Sergeant McManus
182,11,Michael Carter,Gerald Bringsley
182,12,Will Leighton,Joseph
182,13,Frank Singuineau,Ted
182,14,Sydney Bromley,Alf
182,15,Albert Moses,Hospital Porter
182,16,Elizabeth Bradley,Woman at Zoo
182,17,Alan Ford,Taxi Driver
182,18,Christine Hargreaves,Ticket Lady
182,19,Linzi Drew,Brenda Bristols
182,20,John Landis,Man Smashed in Window
182,21,Vic Armstrong,Bus Driver in Piccadilly Circus
549,0,Tom Everett Scott,Andy McDermott
549,1,Julie Delpy,Sérafine Pigot McDermott
549,2,Vince Vieluf,Brad
549,3,Phil Buckman,Chris
549,4,Julie Bowen,Amy Finch
549,5,Thierry Lhermitte,Dr. Thierry Pigot
549,6,Pierre Cosso,Claude
549,7,Tom Novembre,Inspector LeDuc
549,8,Anthony Waller,Metro Driver
549,9,Isabelle Constantini,Alex Price
550,0,Jennifer Lopez,Terri Flores
550,1,Ice Cube,Danny Rich
550,2,Jon Voight,Paul Sarone
550,3,Eric Stoltz,Dr. Steven Cale
550,4,Jonathan Hyde,Warren Westridge
550,5,Owen Wilson,Gary Dixon
550,6,Kari Wührer,Denise Kalberg
550,7,Vincent Castellanos,Mateo
550,8,Danny Trejo,Poacher
550,9,Frank Welker,Anaconda
685,0,Johnny Messner,Bill Johnson
685,1,KaDee Strickland,Sam Rogers
685,2,Salli Richardson,Gail Stern
685,3,Matthew Marsden,Dr. Jack Byron
685,4,Eugene Byrd,Cole Burris
685,5,Morris Chestnut,Gordon Mitchell
685,6,Karl Yune,Tran Wu
685,7,Nicholas Gonzalez,Dr. Ben Douglas
685,8,Andy Anderson,John Livingston
866,0,Crystal Allen,Dr. Amanda Hayes
866,1,John Rhys-Davies,"Peter ""J.D."" Murdoch"
866,2,Linden Ashby,Jackson
866,3,Ana Ularu,Heather
866,4,Emil Hostina,Eugene
866,5,Danny Midwinter,Scott
866,6,Călin Stanciu,Alex
324,0,Mickey Rourke,Harry Angel
324,1,Robert De Niro,Louis Cyphre
324,2,Lisa Bonet,Epiphany Proudfoot
324,3,Charlotte Rampling,Margaret Krusemark
324,4,Stocker Fontelieu,Ethan Krusemark
324,5,Brownie McGhee,Toots Sweet
324,6,Michael Higgins,Dr. Albert Fowler
324,7,Elizabeth Whitcraft,Connie
324,8,Charles Gordone,Spider Simpson
324,9,Dann Florek,Herman Winesap
325,0,Zelda Rubinstein,Alice Pressman
325,1,Michael Lerner,John Pressman
325,2,Talia Paul,Patty
325,3,Àngel Jové,The Killer
325,4,Clara Pastor,Linda
325,5,Isabel García Lorca,Caroline
325,6,Nat Baker,Teaching Doctor
325,7,Edward Ledden,Doctor
325,8,Gustavo Gili,Student #1
325,9,Antonio Regueiro,Student #2
325,10,Joaquín Ribas,Student #3
325,11,Janet Porter,Laboratoty Nurse
325,12,Patricia Manget,Nurse at Clinic #1
325,13,Merche Gascón,Nurse at Clinic #2
325,14,Jose M. Chucarro,Caroline's Boyfriends
325,15,Antonela Murgia,Ticket Girl
325,16,Josephine Borchaca,Concession Girl
325,17,Georgie Pinkley,Laura
325,18,Francesco Rabella,Don
325,19,Diane Pinkley,Popcorn Woman
325,20,Benito Pocino,Popcorn Man
325,21,Víctor Guillén,Sleepy
325,22,Evely Rosemika,Bathroom Woman
325,23,Michael Chandler,Projectionist
325,24,Vicente Gil,Taxi Driver
325,25,Michael Heat,Inspector
325,26,Pedro Vidal,Police Officer
325,27,Robert Long,Police Officer
325,28,Jaime Ros,Police Officer
325,29,Miguel Montfort,Police Officer
325,30,Jordi Estivill,Police Officer
325,31,Alberto Merelles,Police Officer
325,32,Javier Moya,Police Officer
325,33,John Garcia,Police Officer
325,34,Kit Kincannon,Salesman
325,35,Ttiana Thauven,Ticket Girl
325,36,Joy Blackurn,Concession Girl
325,37,Marc Maloney,Elderly Man
325,38,Jasmine Parker,Elderly Woman
325,39,Jean Paul Soto,Manny
325,40,Javier Durán,Moe
325,41,Marc Auba,Jack
325,42,Randall Stewart,First Murder
325,43,Eva Heald,Granny
325,44,Rose Sherpac,Granny's Friend
325,45,Emy Matías,Hairy Woman
325,46,Elisa Crehvet,Ann
325,47,Mingo Ràfols,Chicano
325,48,Maribel Martínez,Hysterical Woman
325,49,Gustavo Guarin,Hysterical Husband
325,50,Frank Craven,Sleepy
325,51,Mário Fernández,Black Boy
325,52,May Vives,Blond Girl
325,53,Craig Hill,Doctor at Hospital
325,54,Anita Shemanski,Nurse at Hospital
325,55,Fiacre O'Rafferty,Projectionist
325,56,Maria Richard,Patty's Mother
325,57,John Shelly,Patty's Father
325,58,Ricardo Azulay,Police Commander
325,59,Joe Wolberg,SWAT Commander
325,60,Steven Brown,SWAT Man #1
325,61,Fabia Matas,SWAT Man #2
325,62,Mark Parker,SWAT Man #3
325,63,Philip Rodgers,Medic
325,64,Joan Lloveras,Medic
325,65,Ignacia García,Medic
325,66,Jose Luise Amposte,Police Officer
325,67,Eric Pier,Police Officer
325,68,Clause Braum,Police Officer
325,69,Jorde Ferrer,Police Officer
325,70,Jorde Torras,Police Officer
325,71,Pep Cukart,Police Officer
325,72,Tito Álvarez,Police Officer
325,73,John Heald,Police Officer
325,74,Angelika Thiblant,Police Officer
325,75,Elvira Salles,Nurse in Street
325,76,Tatiana Girl,Nurse in Street
325,77,Margarita Borchaca,Nurse in Street
325,78,Julia Carrasco,Nurse in Street
325,79,María Guerín,Nurse in Street
1162,0,Ella Hunt,Anna Shepherd
1162,1,Malcolm Cumming,John
1162,2,Sarah Swire,Steph North
1162,3,Christopher Leveaux,Chris Wise
1162,4,Ben Wiggins,Nick
1162,5,Marli Siu,Lisa
1162,6,Mark Benton,Tony Shepherd
1162,7,Paul Kaye,Arthur Savage
1162,8,Calum Cormack,Santa Claus
1162,9,Euan Bennet,Jake
1162,10,Sean Connor,Graham
1162,11,Janet Lawson,Mrs. Hinzmann
1162,12,Kirsty Strain,Ms. Wright
1162,13,Ella Jarvis,Katie
1162,14,David Friel,Paramedic
1041,0,Annabelle Wallis,Mia Form
1041,1,Ward Horton,John Form
1041,2,Alfre Woodard,Evelyn
1041,3,Eric Laden,Detective Clarkin
1041,4,Brian Howe,Pete Higgins
1041,5,Tony Amendola,Father Perez
1197,0,Mckenna Grace,Judy Warren
1197,1,Madison Iseman,Mary Ellen
1197,2,Katie Sarife,Daniela Rios
1197,3,Patrick Wilson,Ed Warren
1197,4,Vera Farmiga,Lorraine Warren
1197,5,Michael Cimino,Bob Palmeri
1197,6,Stephen Blackehart,Thomas
1197,7,Steve Coulter,Father Gordon
1197,8,Samara Lee,"Annabelle ""Bee"" Mullins"
1197,9,Joseph Bishara,the demon attached to Annabelle
1197,10,Luca Luhan,Anthony Rios
1197,11,Anthony Wemmys,Mr. Rios
1197,12,Paul Dean,Mr. Palmeri
1133,0,Stephanie Sigman,Sister Charlotte
1133,1,Talitha Bateman,"Janice
Tree O'Toole as adult Janice / Annabelle Higgins"
1133,2,Tree O'Toole,adult Janice / Annabelle Higgins
1133,3,Lulu Wilson,Linda
1133,4,Anthony LaPaglia,Samuel Mullins
1133,5,Miranda Otto,"Esther Mullins
Alicia Vela-Bailey as Evil Esther Mullins"
1133,6,Alicia Vela-Bailey,Evil Esther Mullins
1133,7,Grace Fulton,Carol
1133,8,Philippa Coulthard,Nancy
1133,9,Samara Lee,"Annabelle ""Bee"" Mullins"
1133,10,Tayler Buck,Kate
1133,11,Lou Lou Safran,Tierney
1133,12,Mark Bramhall,Father Massey
1133,13,Adam Bartley,Officer Fuller
1133,14,Lotta Losten,the adoption agent
1133,15,Joseph Bishara,"Annabelle Demon
Fred Tatasciore as the voice of Demon"
1133,16,Fred Tatasciore,the voice of Demon
1133,17,Brian Howe,Pete Higgins
1133,18,Kerry O'Malley,Sharon Higgins
1133,19,Brad Greenquist,Victor Palmeri
1163,0,Natalie Portman,"Lena
Kristen McGarrity as Lena's double"
1163,1,Kristen McGarrity,Lena's double
1163,2,Jennifer Jason Leigh,Dr. Ventress
1163,3,Gina Rodriguez,Anya Thorensen
1163,4,Tessa Thompson,Josie Radek
1163,5,Tuva Novotny,Cassie Sheppard
1163,6,Oscar Isaac,Kane
1163,7,Benedict Wong,Lomax
1163,8,Sonoya Mizuno,"Katie
Mizuno also portrays the humanoid"
1163,9,Mizuno also,the humanoid
1163,10,David Gyasi,Daniel
972,0,Kento Yamazaki,Kouichi Sakakibara
972,1,Ai Hashimoto,Mei Misaki
972,2,Uji Kiyotaka,Naoya Teshigawara
972,3,Kai Inowaki,Yuuya Mochizuki
972,4,Amane Okayama,Yuu Yamada
972,5,Mika Akizuki,Izumi Akazawa
972,6,Maya Okano,Yukari Sakuragi
972,7,Takashi Waki,Tomohiko Kazamyo
972,8,Mana Konno,Sakurako Wakui
972,9,Bokuzou Masana,Ryoichi Kubodera
972,10,Hiroko Sato,Sanae Mizuno
972,11,Masaki Miura,Katsumi Matsunaga
972,12,Miho Tsumiki,Kirika Misaki
972,13,Yoshihiko Hakamada,Tatsuji Chibiki
972,14,Ai Kato,Reiko Mikami
1134,0,Leo Fafard,Sergeant Lou Garou/The WolfCop
1134,1,Amy Matysio,Sergeant Tina Walsh
1134,2,Jonathan Cherry,Willie Higgins
1134,3,Yannick Bisson,Swallows
1134,4,Devery Jacobs,Daisy
149,0,Tisa Farrow,Julie
149,1,Saverio Vallone,Andy
149,2,Serena Grandi,Maggie
149,3,Margaret Mazzantini,Henriette
149,4,Mark Bodin,Daniel
149,5,Bob Larson,Arnold
149,6,Rubina Rey,Ruth Wortman
149,7,Simone Baker,First Victim
149,8,Mark Logan,Second Victim
149,9,George Eastman,Klaus Wortmann
149,10,Zora Kerova,Carol
938,0,Warren Christie,"Lunar Module Pilot Captain Benjamin ""Ben"" Anderson"
938,1,Lloyd Owen,"Commander Nathan ""Nate"" Walker"
938,2,Ryan Robbins,Command Module Pilot Lieutenant Colonel John Grey
938,3,Andrew Airlie,CAPCOM
938,4,Michael Kopsa,Deputy Secretary of Defense
973,0,Ashley Greene,Kelly
973,1,Sebastian Stan,Ben
973,2,Julianna Guill,Lydia
973,3,Tom Felton,Patrick
973,4,Luke Pasqualino,Greg
973,5,Suzanne Ford,Mrs. Henley
297,0,Jay Baker,Harvey Edison
297,1,Deborah Foreman,Muffy/Buffy St. John
297,2,Deborah Goodrich,Nikki Brashares
297,3,Ken Olandt,Rob Ferris
297,4,Griffin O'Neal,Skip St. John
297,5,Leah Pinsent,Nan Youngblood
297,6,Clayton Rohner,Chaz Vyshinski
297,7,Amy Steel,Kit Graham
297,8,Thomas F. Wilson,Arch Cummings
836,0,Taylor Cole,Desiree Cartier
836,1,Josh Henderson,Blaine Cartier
836,2,Scout Taylor-Compton,Torrence Caldwell
836,3,Joe Egender,Ryan
836,4,Jennifer Siebel,Barbie Reynolds
836,5,Samuel Child,Peter Welling
836,6,Joseph McKelheer,Charles Lansford
836,7,Frank Aard,Wilford
836,8,Sabrina Ann Aldridge,Milan Hastings
426,0,Jeff Daniels,Dr. Ross Jennings
426,1,John Goodman,Delbert McClintock
426,2,Harley Jane Kozak,Molly Jennings
426,3,Julian Sands,Dr. James Atherton
426,4,Brian McNamara,Chris Collins
426,5,James Handy,Milton Briggs
426,6,Peter Jason,Henry Beechwood
426,7,Roy Brocksmith,Irv Kendall
426,8,Kathey Kindell,Blaire Kendall
478,0,Bruce Campbell,Ash Williams/Bad Ash
478,1,Embeth Davidtz,Sheila
478,2,Marcus Gilbert,Lord Arthur
478,3,Ian Abercrombie,Wise Man
478,4,Richard Grove,Duke Henry the Red
478,5,Timothy Patrick Quill,Blacksmith
478,6,Michael Earl Reid,Gold Tooth
478,7,Bridget Fonda,Linda
478,8,Patricia Tallman,Possessed witch
478,9,Ted Raimi,Cowardly warrior/Second supportive villager/Anthony
1042,0,Perdita Weeks,Scarlett Marlowe
1042,1,Ben Feldman,George
1042,2,Edwin Hodge,Benji
1042,3,François Civil,Papillon
1042,4,Marion Lambert,Souxie
1042,5,Ali Marhyar,Zed
1042,6,Cosme Castro,La Taupe
1042,7,Hamid Djavadan,Reza
1042,8,Théo Cholbi,Gloomy Teenager
1042,9,Emy Lévy,Tour Guide
1042,10,Roger Van Hool,Mr. Marlowe
1042,11,Olivia Csiky Trnka,Strange Young Woman
1042,12,Hellyette Bess,Strange Old Woman
1042,13,Aryan Rahimian,Iranian Armed Guard
1042,14,Samuel Aouizerate,Danny
1042,15,Kaya Blocksage,Female Curator
1043,0,Naya Rivera,Vera
1043,1,Catalina Sandino Moreno,Leigh
1043,2,Ashley Rickards,Hannah
1043,3,Ava Acres,Girl
1043,4,Michael Massee,Uncle Mike
1043,5,Wyatt Russell,Sam
1043,6,Nick Eversman,Calvin
1043,7,Tara Buck,Yolanda
1043,8,Bresha Webb,Becky
1043,9,Olivia Crocicchia,Charlene
1043,10,Jennifer Aspen,Lori
1043,11,Daniel Roebuck,Chuck
1043,12,Arshad Aslam,Seth
1043,13,Rob Brownstein,Dr. Daninsky
1043,14,Laura Kai Chen,Dr. Kim
1043,15,Assaf Cohen,Dr. Aranda
1043,16,Kent Faulcon,Davis
1043,17,Kate Flannery,Rosemary
1043,19,Mark Steger,Thin Man
1043,20,Kelsey Heller,Young Lori
1096,0,Rachele Brooke Smith,Gina
1096,1,David Faustino,Fletcher
1096,2,Adam Ambruso,Reese
95,0,Marsha Mason,Janice Templeton
95,1,Anthony Hopkins,Elliot Hoover
95,2,John Beck,Bill Templeton
95,3,Susan Swift,Ivy Templeton/Audrey Rose
95,4,Norman Lloyd,Dr. Steven Lipscomb
95,5,John Hillerman,Prosecutor Scott Velie
95,6,Robert Walden,Brice Mack
52,0,Leslie Lee,Lisa
52,1,Jack Canon,Steele
52,2,Ray Green,Lomax
52,3,Frederick R. Friedel,Billy
52,4,Douglas Powers,Grandfather
52,5,Frank Jones,Aubrey
52,6,Carol Miller,Storewoman
52,7,George J. Monaghan,Harold
52,8,Hart Smith,Detective
52,9,Scott Smith,Policeman
1014,0,Mc Jones,George Bayin
1014,1,Patrick Bradford,Kyle Mord
1014,2,Ken Johnson,Nat Darvis
1014,3,Liam Dolan,General Sean Monter
1014,4,Grant Holocomb,Sheriff Jay Willan
1014,5,Steven Moore,the Museum Guard
1014,6,Mark Banning,Soilder #1
1155,0,Samara Weaving,Bee
1155,1,Judah Lewis,Cole Johnson
1155,2,Hana Mae Lee,Sonya
1155,3,Robbie Amell,Max
1155,4,Bella Thorne,Allison
1155,5,Andrew Bachelor,John
1155,6,Emily Alyn Lind,Melanie
1155,7,Leslie Bibb,Mom
1155,8,Ken Marino,Dad
1155,9,Doug Haley,Samuel
1155,10,Miles J. Harvey,Jeremy
1155,11,Chris Wylde,Melanie's annoying father
1155,12,Ron Funches,Mr. Davis
534,0,Michael Paré,Uncle Ted
534,1,Mason Gamble,Brett Harrison
534,2,Mariel Hemingway,Janet Harrison
534,3,Ken Pogue,Sheriff Jenson
534,4,Hrothgar Mathews,Flopsy
534,5,Johanna Lebovitz,Marjorie
326,0,Terry Potter,Ozzy / 3rd Class Alien
326,1,Pete O'Herne,Barry / 3rd Class Alien
326,2,Peter Jackson,Derek / Robert
326,3,Mike Minett,Frank / 3rd Class Alien
326,4,Craig Smtih,Giles / 3rd Class Alien
326,5,Costa Botes,3rd Class Alien
326,6,Doug Wren,"Lord Crumb
Dean Lawrie - Lord Crumb SPFX double / 3rd Class Alien
Peter Vere-Jones - Lord Crumb's vocie"
326,7,Dean Lawrie,Lord Crumb SPFX double / 3rd Class Alien
326,8,Peter Vere-Jones,Lord Crumb's vocie
974,0,Xavier Samuel,Josh
974,1,Phoebe Tonkin,Jaime
974,2,Sharni Vinson,Tina
974,3,Julian McMahon,Doyle
974,4,Richard Brancatisano,Rory
974,5,Dan Wyllie,Kirby
974,6,Alice Parkinson,Naomi
974,7,Damien Garvey,Colins
974,8,Lincoln Lewis,Kyle
974,9,Cariba Hein],Heather
974,10,Alex Russell,Ryan
974,11,Adrian Pang,Jessup
974,12,Qi Yuwu,Steven
974,13,Martin Sacks,Todd
974,14,Chris Betts,Lockie
974,15,Simon Edds,Lifeguard
974,16,Miranda Deakin,TV Reporter
974,17,Rhiannon Dannielle Pettett,Julie
974,18,Skye Fellman,Young Girl
974,19,Nicholas McCallum,Neil
974,20,Gypsy,Bully the dog
1215,0,Dani Kind,Beth Williams
1215,1,Steve Lund,Mitch Williams
1215,2,Finlay Wojtak-Hissong,Harley Williams
1215,3,Romeo Carere,Austin Williams
1215,4,Sara Canning,Rebecca
1215,5,Eric Bauza,the voice of Fleegle
1215,6,Naledi Majola,Paige
1215,7,Maria Nash,Zoe
1215,8,Kiroshan Naidoo and Celina Martin,Thadd and Poppy Glarady
1215,9,Lionel Newton,Karl
1215,10,Richard White,Stevie
1215,11,Lia Sachs,Parker
1215,12,Keeno Lee Hector,Jonathan
1215,13,Daniel Fox,Andy
1215,14,Vash Singh,Doug
1215,15,Nicky Rebelo,Sal
837,0,Ashley Bates,Veronica
837,1,David McCarthy,Rocker
837,2,Kevin Shea,Jack Gorman
837,3,Kerry McGann,Julianna Bansley
837,4,Iris McQuillan-Grace,Kerry
837,5,Troy Walcott,Lake
837,6,A. Mike Forgette,Corey
837,7,Leo Petry,Officer Conelly
837,8,Greg Nutcher,Officer Young
837,9,Ken Lamothe,Crazy Old Man
837,10,Cristina Santiago,Jennifer
837,11,John Doolan,Thomas
837,12,Nathan Pupillo,Mike
837,13,Jess Wakefield,Beautiful Hitchhiker
837,14,Jesse Murphy,Chad
17,0,Joseph Cotten,Baron Otto von Kleist/Alfred Becker
17,1,Elke Sommer,Eva Arnold
17,2,Massimo Girotti,Dr. Karl Hummel
17,3,Rada Rassimov,Christina Hoffmann
17,4,Antonio Cantafora,Peter Kleist
17,5,Umberto Raho,Humi Raho) as Inspector
17,6,Nicoletta Elmi,Gretchen Humel
221,0,Beverly Bonner,Casey
221,1,Diana Browne,Dr. Judith Kutter
221,2,Joe Clarke,Brian 'Mickey' O'Donovan
221,3,Bill Freeman,Dr. Julius Lifflander
221,4,Rick Hearst,Brian
221,5,Kevin Van Hentenryck,Duane Bradley
221,6,Sean McCabe,Young Duane
221,7,Ruth Neuman,Aunt
221,8,Lloyd Pace,Dr. Harold Needleman
221,9,Richard Pierce,Duane's Father
221,10,Annie Ross,Granny Ruth
221,11,Terri Susan Smith,Sharon
221,12,Robert Vogel,the Hotel Manager
221,13,John Zacherle,Aylmer
222,0,Ronny Cox,Eli MacCleary
222,1,Bibi Besch,Caroline MacCleary
222,2,Paul Clemens,Michael MacCleary
222,3,Don Gordon,Judge Curwin
222,4,R. G. Armstrong,Doc Schoonmaker
222,5,Katherine Moffat,Amanda Platt
222,6,L. Q. Jones,Sheriff Bill Pool
222,7,Logan Ramsey,Edwin Curwin
222,8,John Dennis Johnston,Horace Platt
222,9,Ron Soble,Tom Laws
222,10,Luke Askew,Dexter Ward
222,11,Meshach Taylor,Deputy Herbert
222,12,Boyce Holleman,Doc Odom
129,0,John Saxon,John Norman
129,1,Angel Tompkins,Sandra Miller
129,2,John Carradine,Dr. Sigmund Hummel
129,3,Claudio Brook,Dr. Miller
129,4,Alicia Encinas,Alicia
360,0,Michael Keaton,Betelgeuse
360,1,Alec Baldwin,Adam Maitland
360,2,Geena Davis,Barbara Maitland
360,3,Winona Ryder,Lydia Deetz
360,4,Catherine O'Hara,Delia Deetz
360,5,Jeffrey Jones,Charles Deetz
360,6,Annie McEnroe,Jane Butterfield
360,7,Glenn Shadix,Otho
360,8,Sylvia Sidney,Juno
360,9,Robert Goulet,Maxie Dean
360,10,Maree Cheatham,Sarah Dean
360,11,Dick Cavett,Bernard
360,12,Susan Kellermann,Grace
360,13,Adelle Lutz,Beryl
360,14,Simmy Bow,Janitor
360,15,Carmen Filpi,Messenger
360,16,Patrice Martinez,Receptionist
360,17,Tony Cox,Preacher
360,18,Jack Angel,the voice of the Preacher
360,19,Cindy Daly,the Three-Fingered Typist
360,20,Rachel Mittelman,Little Jane
360,21,Douglas Turner,Char Man
1097,0,Kate Bosworth,Jessie Hobson
1097,1,Thomas Jane,Mark Hobson
1097,2,Jacob Tremblay,Cody Morgan
1097,3,Annabeth Gish,Natalie Friedman
1097,4,Antonio Evan Romero,Sean Hobson
1097,5,Dash Mihok,Whelan Young
1097,6,Scottie Thompson,Teacher
1097,7,Justin Gordon,Dr. Tennant
1097,8,Courtney Bell,Andrea Morgan
747,0,Nathan Baesel,Leslie Mancuso/Vernon
747,1,Angela Goethals,Taylor Gentry
747,2,Robert Englund,Doc Halloran
747,3,Zelda Rubinstein,Mrs. Collinwood
747,4,Kate Lang Johnson,Kelly Curtis
747,5,Ben Pace,Doug Johnson
747,6,Britain Spellings,Todd Best
747,7,Hart Turner,Shane
747,8,Krissy Carlson,Lauren
747,9,Scott Wilson,Eugene
747,10,Bridgett Newton,Jamie
747,11,Anthony Forsyth,Pete
747,12,Jenafer Brown,Carrie
747,13,Travis Zariwny,Doctor Mueller
747,14,Teo Gomez,Stoner #1
747,15,Matt Bolt,Stoner #2
258,0,Bill Osco,Detective Mortimer Lutz
258,1,Martin Landau,Garson Jones
258,2,Marianne Gordon,Laurie
258,3,José Ferrer,Mayor Gordon Lane
258,4,Dorothy Malone,Marge Smith
258,5,Ruth Buzzi,Virginia Lane
258,6,Murray Langston,Arn
258,7,Kinky Friedman,Willis
258,8,Johnny Dark,John
1015,0,Daniel Zovatto,Johny
1015,1,Bonnie Dennison,Kitty
1015,2,Chris Conroy,Matt
1015,3,Jonny Orsini,Simon
1015,4,Griffin Newman,Zeke
1015,5,Mackenzie Rosman,Deb
1015,6,Mark Margolis,Mr. Parks
909,0,Michael Biehn,Jonathan Miller
909,1,Alexandra Daddario,Allison Miller
909,2,Brett Rickaby,Graham Sutter
909,3,Nolan Gerard Funk,William
909,4,Spencer List,Martin Bristol
909,5,Chase Pechacek,Martin Bristol as age 6
909,6,John Savage,Ted
909,7,Peyton List,Wendy Miller
909,8,Kathryn Meisle,Karen Miller
909,9,Valentina de Angelis,Melissa
327,0,Valerie Sheldonas,Monica
327,1,Beverly Rowland,Edna
327,2,Beth Toussaint,Kate
327,3,Oscar Rowland,Homer
327,4,John F. Goff,Officer Hill
327,5,Sami Ruben,Allie
327,6,Joseph Alan Jones,Jerry
327,7,Mike Riley,the Berserker
18,0,Robert Walker,Bobby Hartford
18,1,Gwynne Gilford,Lisa Clark
18,2,Richard Stahl,Edward Fazio
18,3,Richard Webb,Sheriff Jones
18,4,Marlene Clark,Mariane Hargis
18,5,Gerrit Graham,Joe
18,6,J. J. Johnston,Deputy Kelly Davis
18,7,Dick Van Patten,Scoutmaster Adleman
18,8,Tiger Joe Marsh,Naked Turk
18,9,Fred Smoot,Mike
18,10,Randy Stonehill,Randy Guitar player
18,11,Cindy Williams,Randy's Girlfriend
18,12,Preston Hagman,Preston
18,13,Larry Norman,Blonde Teenager
18,14,Bill Coontz,Bowling Alley Manager
18,15,Shelley Berman,Hair Artist
18,16,Godfrey Cambridge,Chester Hargis
18,17,Larry Hagman,Young Hobo
18,18,Carol Lynley,Leslie
18,19,Burgess Meredith,Old Hobo
18,20,Conrad Rothmann,Fireman
18,21,Danny Goldman,Bearded Teenager
18,22,Rockne Tarkington,Deputy Williams
18,23,Tim Baar,Deputy Ted Sims
18,24,Del Close,Hobo Wearing Eyepatch
18,25,John Houser,Hair Stylist's Customer
18,26,Robert N. Goodman,Henry Security Guard
18,27,Patrick McAllister,Al Repairman's Assistant
18,28,Byron Keith,Bowling Customer
18,29,Margie Adleman,Party Guest with Joe
18,30,Sid Haig,Deputy Zed
213,0,Catriona MacColl,Liza Merril
213,1,David Warbeck,Dr. John McCabe
213,2,Cinzia Monreale,Emily
213,3,Antoine Saint-John,Schweick
213,4,Veronica Lazar,Martha
213,5,Larry Ray,Larry
213,6,Giovanni De Nava,Joe the Plumber
213,7,Al Cliver,Dr. Harris
213,8,Michele Mirabella,Martin Avery
213,9,Gianpaolo Saccarola,Arthur
213,10,Maria Pia Marsala,Jill
213,11,Laura De Marchi,Mary-Anne
150,0,John Saxon,Larry Andrews
150,1,Lynda Day George,Barbara Andrews
150,2,Michael Dante,Del Giorgio
150,3,Mario Milano,Dr. Albanos
150,4,Janice Lynde,Alma Martin
150,5,David Opatoshu,Dr. Solomon
791,0,Akshay Kumar,Dr. Aditya Shrivastav
791,1,Vidya Balan,Avni Chatturvedi / Manjulika
791,2,Shiney Ahuja,Siddharth Chatturvedi/ Raja Vibhuti Narayan
791,3,Ameesha Patel,Radha Chatturvedi
791,4,Paresh Rawal,Batukshankar Upadhyay
791,5,Manoj Joshi,Badrinarayan Chaturvedi
791,6,Rajpal Yadav,Natwar aka Chhote Pandit
791,7,Asrani,Murari
791,8,Vikram Gokhale,Acharya Yagyaprakash Bharti
791,9,Rasika Joshi,Janki Upadhyay
791,10,Tarina Patel,Nandini Upadhyay
748,0,Debbie Rochon,Miss Johnson.  Miss Johnson was the overtly lesbian gym coach at Hale Manor High.
748,1,Leah Ford,Jenny. Jenny was
748,2,Thomas Edward Seymour,Phil. Phil was
748,3,Russ Russo,Russ Russo
748,4,Margaret Rose Champagne,Eve Kendall. Eve was walking home after class and passed through
748,5,Carmine Capobianco,Coach Smith. Coach Smith was the middle-aged coach for the Hale Manor high school football team. Like many of his players
748,6,Robert Cosgrove,"Jr. as ""The Chef"". Real name"
748,7,Dana Fay Ensalata,Pam. Pam was
748,8,Anna-Karin Eskilsson,Sharon. Sharon played for Hale Manor High’s volleyball team and was
