Death List Index,Title,Death List URL,Stripped Title,Year
922,Species,/wiki/Species,species,
578,Species,/wiki/Species,species,
728,The Spiral Staircase,/wiki/The_Spiral_Staircase,spiral staircase,
923,Splinter,/wiki/Splinter,splinter,
579,Splinter,/wiki/Splinter,splinter,
924,Spooky Buddies,/wiki/Spooky_Buddies,spooky buddies,
580,Spooky Buddies,/wiki/Spooky_Buddies,spooky buddies,
925,Squidbillies,/wiki/Squidbillies,squidbillies,
581,Squidbillies,/wiki/Squidbillies,squidbillies,
926,Sssssss,/wiki/Sssssss,sssssss,
582,Sssssss,/wiki/Sssssss,sssssss,
927,Stage Fright,/wiki/Stage_Fright,stage fright,
583,Stage Fright,/wiki/Stage_Fright,stage fright,
928,Stan Helsing,/wiki/Stan_Helsing,stan helsing,
584,Stan Helsing,/wiki/Stan_Helsing,stan helsing,
929,Stay Alive,/wiki/Stay_Alive,stay alive,
585,Stay Alive,/wiki/Stay_Alive,stay alive,
729,The Stepfather,/wiki/The_Stepfather,stepfather,
930,Stereo,/wiki/Stereo,stereo,
586,Stereo,/wiki/Stereo,stereo,
931,Stitches,/wiki/Stitches,stitches,
587,Stitches,/wiki/Stitches,stitches,
932,Stoker,/wiki/Stoker,stoker,
588,Stoker,/wiki/Stoker,stoker,
589,Stranger Things,/wiki/Stranger_Things,stranger things,
933,Stranger Things,/wiki/Stranger_Things,stranger things,
730,The Strangers,/wiki/The_Strangers,strangers,
731,The Strangers: Prey at Night,/wiki/The_Strangers:_Prey_at_Night,strangers prey at night,
590,Straw Dogs,/wiki/Straw_Dogs,straw dogs,
934,Straw Dogs,/wiki/Straw_Dogs,straw dogs,
591,Street Trash,/wiki/Street_Trash,street trash,
935,Street Trash,/wiki/Street_Trash,street trash,
936,Stroker,/wiki/Stroker,stroker,
592,Stroker,/wiki/Stroker,stroker,
593,Student Bodies,/wiki/Student_Bodies,student bodies,
937,Student Bodies,/wiki/Student_Bodies,student bodies,
732,The Stuff,/wiki/The_Stuff,stuff,
938,Suburban Sasquatch,/wiki/Suburban_Sasquatch,suburban sasquatch,
594,Suburban Sasquatch,/wiki/Suburban_Sasquatch,suburban sasquatch,
939,Sunny Family Cult,/wiki/Sunny_Family_Cult,sunny family cult,
595,Sunny Family Cult,/wiki/Sunny_Family_Cult,sunny family cult,
940,Super 8,/wiki/Super_8,super 8,
596,Super 8,/wiki/Super_8,super 8,
941,Super Shark,/wiki/Super_Shark,super shark,
597,Super Shark,/wiki/Super_Shark,super shark,
942,Suspiria,/wiki/Suspiria,suspiria,
598,Suspiria,/wiki/Suspiria,suspiria,
943,Swamp Ape,/wiki/Swamp_Ape,swamp ape,
599,Swamp Ape,/wiki/Swamp_Ape,swamp ape,
944,Swamp Shark,/wiki/Swamp_Shark,swamp shark,
600,Swamp Shark,/wiki/Swamp_Shark,swamp shark,
601,Sweeney Todd: The Demon Barber of Fleet Street,/wiki/Sweeney_Todd:_The_Demon_Barber_of_Fleet_Street,sweeney todd demon barber of fleet street,
945,Sweeney Todd: The Demon Barber of Fleet Street,/wiki/Sweeney_Todd:_The_Demon_Barber_of_Fleet_Street,sweeney todd demon barber of fleet street,
946,Takena Claymotions,/wiki/Takena_Claymotions,takena claymotions,
602,Takena Claymotions,/wiki/Takena_Claymotions,takena claymotions,
947,Tales From the Cryptkeeper,/wiki/Tales_From_the_Cryptkeeper,tales from cryptkeeper,
603,Tales From the Cryptkeeper,/wiki/Tales_From_the_Cryptkeeper,tales from cryptkeeper,
948,Tales from the Hood,/wiki/Tales_from_the_Hood,tales from hood,
604,Tales from the Hood,/wiki/Tales_from_the_Hood,tales from hood,
949,Tales of Halloween,/wiki/Tales_of_Halloween,tales of halloween,
605,Tales of Halloween,/wiki/Tales_of_Halloween,tales of halloween,
606,Tasmanian Devils 2013,/wiki/Tasmanian_Devils_2013,tasmanian devils,2013
950,Tasmanian Devils 2013,/wiki/Tasmanian_Devils_2013,tasmanian devils,2013
607,Tell Me How I Die,/wiki/Tell_Me_How_I_Die,tell me how i die,
951,Tell Me How I Die,/wiki/Tell_Me_How_I_Die,tell me how i die,
733,The Tenant,/wiki/The_Tenant,tenant,
608,Tenebrae,/wiki/Tenebrae,tenebrae,
952,Tenebrae,/wiki/Tenebrae,tenebrae,
609,Terrifier,/wiki/Terrifier,terrifier,
953,Terrifier,/wiki/Terrifier,terrifier,
610,Terror Toons,/wiki/Terror_Toons,terror toons,
954,Terror Toons,/wiki/Terror_Toons,terror toons,
611,Terror Train,/wiki/Terror_Train,terror train,
955,Terror Train,/wiki/Terror_Train,terror train,
612,TerrorVision,/wiki/TerrorVision,terrorvision,
956,TerrorVision,/wiki/TerrorVision,terrorvision,
957,Tetsuo: The Iron Man,/wiki/Tetsuo:_The_Iron_Man,tetsuo iron man,
613,Tetsuo: The Iron Man,/wiki/Tetsuo:_The_Iron_Man,tetsuo iron man,
734,The Texas Chainsaw Massacre,/wiki/The_Texas_Chainsaw_Massacre,texas chainsaw massacre,
958,ThanksKilling,/wiki/ThanksKilling,thankskilling,
614,ThanksKilling,/wiki/ThanksKilling,thankskilling,
749,They Live,/wiki/They_Live,they live,
735,The Thing,/wiki/The_Thing,thing,
736,The Thing (1982),/wiki/The_Thing_(1982),thing,1982
750,Thirst 2015,/wiki/Thirst_2015,thirst,2015
751,This is the End,/wiki/This_is_the_End,this is end,
752,Thomas the Tank Engine Shed 17,/wiki/Thomas_the_Tank_Engine_Shed_17,thomas tank engine shed 17,
737,The Three Mothers Trilogy (Dario Argento),/wiki/The_Three_Mothers_Trilogy_(Dario_Argento),three mothers trilogy dario argento,
753,Tokyo Gore Police,/wiki/Tokyo_Gore_Police,tokyo gore police,
754,Too Many Cooks,/wiki/Too_Many_Cooks,too many cooks,
755,Torso,/wiki/Torso,torso,
756,Tourist Trap,/wiki/Tourist_Trap,tourist trap,
738,The Town That Dreaded Sundown (1976),/wiki/The_Town_That_Dreaded_Sundown_(1976),town that dreaded sundown,1976
739,The Toxic Avenger,/wiki/The_Toxic_Avenger,toxic avenger,
757,Toy Story of Terror,/wiki/Toy_Story_of_Terror,toy story of terror,
758,Train to Busan,/wiki/Train_to_Busan,train to busan,
759,Treevenge,/wiki/Treevenge,treevenge,
760,Tremors,/wiki/Tremors,tremors,
761,Triassic Attack,/wiki/Triassic_Attack,triassic attack,
762,Triassic World,/wiki/Triassic_World,triassic world,
763,Trick r' Treat,/wiki/Trick_r%27_Treat,trick r treat,
764,Trog 1970,/wiki/Trog_1970,trog,1970
765,Trucks,/wiki/Trucks,trucks,
766,Truth or Dare,/wiki/Truth_or_Dare,truth or dare,
767,Tucker and Dale vs Evil,/wiki/Tucker_and_Dale_vs_Evil,tucker and dale vs evil,
768,Two Thousand Maniacs,/wiki/Two_Thousand_Maniacs,two thousand maniacs,
769,Uglyface,/wiki/Uglyface,uglyface,
770,Uncharted,/wiki/Uncharted,uncharted,
771,Uncle Sam,/wiki/Uncle_Sam,uncle sam,
772,Underworld,/wiki/Underworld,underworld,
773,Unearthed,/wiki/Unearthed,unearthed,
774,Unfriended,/wiki/Unfriended,unfriended,
775,Unhinged,/wiki/Unhinged,unhinged,
776,Unmasked Part 25,/wiki/Unmasked_Part_25,unmasked part 25,
777,Unnatural,/wiki/Unnatural,unnatural,
778,Upgrade,/wiki/Upgrade,upgrade,
779,Urban Legend,/wiki/Urban_Legend,urban legend,
780,Us,/wiki/Us,us,
781,V/H/S,/wiki/V/H/S,v h s,
782,Valentine,/wiki/Valentine,valentine,
783,Vampire Girl vs Frankenstein Girl,/wiki/Vampire_Girl_vs_Frankenstein_Girl,vampire girl vs frankenstein girl,
784,Vampires vs. Zombies,/wiki/Vampires_vs._Zombies,vampires vs zombies,
785,Van Helsing,/wiki/Van_Helsing,van helsing,
786,Velvet Buzzsaw,/wiki/Velvet_Buzzsaw,velvet buzzsaw,
740,The Video Dead,/wiki/The_Video_Dead,video dead,
787,Videodrome,/wiki/Videodrome,videodrome,
788,Vile,/wiki/Vile,vile,
789,Village of the Damned,/wiki/Village_of_the_Damned,village of damned,
741,The Visit,/wiki/The_Visit,visit,
790,Visiting Hours,/wiki/Visiting_Hours,visiting hours,
791,Viy,/wiki/Viy,viy,
742,The Void,/wiki/The_Void,void,
743,The Walking Dead,/wiki/The_Walking_Dead,walking dead,
744,The Walking Dead: Webisodes,/wiki/The_Walking_Dead:_Webisodes,walking dead webisodes,
745,The Walking Dead: World Beyond,/wiki/The_Walking_Dead:_World_Beyond,walking dead world beyond,
746,The Witch,/wiki/The_Witch,witch,
747,The World's End,/wiki/The_World%27s_End,worlds end,
792,Xtro,/wiki/Xtro,xtro,
793,You're Next,/wiki/You%27re_Next,youre next,
748,The Zero Boys,/wiki/The_Zero_Boys,zero boys,
794,Zodiac,/wiki/Zodiac,zodiac,
795,Zombeavers,/wiki/Zombeavers,zombeavers,
796,Zombie,/wiki/Zombie,zombie,
797,Zombie in a Penguin Suit,/wiki/Zombie_in_a_Penguin_Suit,zombie in a penguin suit,
798,Zombie Movies,/wiki/Zombie_Movies,zombie movies,
799,Zombie Shark,/wiki/Zombie_Shark,zombie shark,
800,Zombie Tidal Wave,/wiki/Zombie_Tidal_Wave,zombie tidal wave,
801,Zombieland,/wiki/Zombieland,zombieland,
802,Zombies of Mass Destruction,/wiki/Zombies_of_Mass_Destruction,zombies of mass destruction,
803,Zoombies,/wiki/Zoombies,zoombies,
