Horror Wiki Index,Title,Year,Horror Wiki URL,Stripped Title
449,Spontaneous Combustion,1990,/wiki/Spontaneous_Combustion,spontaneous combustion
319,Spookies,1986,/wiki/Spookies,spookies
1236,Sputnik,2020,/wiki/Sputnik,sputnik
92,Squirm,1976,/wiki/Squirm,squirm
42,SSSSnake,1973,/wiki/SSSSnake,ssssnake
351,Stage Fright (1987),1987,/wiki/Stage_Fright_(1987),stage fright
775,Stay Alive,2006,/wiki/Stay_Alive,stay alive
352,The Stepfather (1987),1987,/wiki/The_Stepfather_(1987),stepfather
903,The Stepfather (2009),2009,/wiki/The_Stepfather_(2009),stepfather
76,The Stepford Wives (1975),1975,/wiki/The_Stepford_Wives_(1975),stepford wives
450,Stephen King's It,1990,/wiki/Stephen_King%27s_It,stephen kings it
602,Storm of the Century,1999,/wiki/Storm_of_the_Century,storm of century
859,The Strangers,2008,/wiki/The_Strangers,strangers
1192,The Strangers: Prey at Night,2018,/wiki/The_Strangers:_Prey_at_Night,strangers prey at night
353,Street Trash,1987,/wiki/Street_Trash,street trash
294,The Stuff,1985,/wiki/The_Stuff,stuff
471,Subspecies,1991,/wiki/Subspecies,subspecies
584,Subspecies: The Awakening,1998,/wiki/Subspecies:_The_Awakening,subspecies awakening
897,Summer's Moon,2009,/wiki/Summer%27s_Moon,summers moon
957,Super Shark,2011,/wiki/Super_Shark,super shark
898,Survival of the Dead,2009,/wiki/Survival_of_the_Dead,survival of dead
704,Suspect Zero (2004),2004,/wiki/Suspect_Zero_(2004),suspect zero
109,Suspiria (1977),1977,/wiki/Suspiria_(1977),suspiria
236,Swamp Thing,1982,/wiki/Swamp_Thing,swamp thing
823,Sweeney Todd: The Demon Barber of Fleet Street,2007,/wiki/Sweeney_Todd:_The_Demon_Barber_of_Fleet_Street,sweeney todd demon barber of fleet street
257,Sweet Sixteen,1983,/wiki/Sweet_Sixteen,sweet sixteen
26,Tales From The Crypt,1972,/wiki/Tales_From_The_Crypt,tales from crypt
27,Tales from the Crypt,1972,/wiki/Tales_from_the_Crypt,tales from crypt
451,Tales from the Darkside: The Movie,1990,/wiki/Tales_from_the_Darkside:_The_Movie,tales from darkside movie
43,Tales That Witness Madness,1973,/wiki/Tales_That_Witness_Madness,tales that witness madness
1005,The Tall Man,2012,/wiki/The_Tall_Man,tall man
737,Tamara,2005,/wiki/Tamara,tamara
6,Taste the Blood of Dracula,1970,/wiki/Taste_the_Blood_of_Dracula,taste blood of dracula
1243,The Telling (2020),2020,/wiki/The_Telling_(2020),telling
237,Tenebrae,1982,/wiki/Tenebrae,tenebrae
67,The Terminal Man,1974,/wiki/The_Terminal_Man,terminal man
354,Terror Night,1987,/wiki/Terror_Night,terror night
127,Terror Out of the Sky,1978,/wiki/Terror_Out_of_the_Sky,terror out of sky
179,Terror Train,1980,/wiki/Terror_Train,terror train
423,The Terror Within,1989,/wiki/The_Terror_Within,terror within
473,The Terror Within II,1991,/wiki/The_Terror_Within_II,terror within ii
320,TerrorVision,1986,/wiki/TerrorVision,terrorvision
68,The Texas Chain Saw Massacre (1974),1974,/wiki/The_Texas_Chain_Saw_Massacre_(1974),texas chain saw massacre
1034,Texas Chainsaw 3D,2013,/wiki/Texas_Chainsaw_3D,texas chainsaw 3d
680,The Texas Chainsaw Massacre (2003),2003,/wiki/The_Texas_Chainsaw_Massacre_(2003),texas chainsaw massacre
321,The Texas Chainsaw Massacre 2,1986,/wiki/The_Texas_Chainsaw_Massacre_2,texas chainsaw massacre 2
779,The Texas Chainsaw Massacre: The Beginning,2006,/wiki/The_Texas_Chainsaw_Massacre:_The_Beginning,texas chainsaw massacre beginning
515,Texas Chainsaw Massacre: The Next Generation,1994,/wiki/Texas_Chainsaw_Massacre:_The_Next_Generation,texas chainsaw massacre next generation
860,ThanksKilling,2008,/wiki/ThanksKilling,thankskilling
47,Theatre of Blood,1973,/wiki/Theatre_of_Blood,theatre of blood
474,There's Nothing Out There,1991,/wiki/There%27s_Nothing_Out_There,theres nothing out there
391,They Live,1988,/wiki/They_Live,they live
238,The Thing (1982),1982,/wiki/The_Thing_(1982),thing
962,The Thing (2011),2011,/wiki/The_Thing_(2011),thing
503,Things,1993,/wiki/Things,things
542,Thinner,1996,/wiki/Thinner,thinner
641,Thirteen Ghosts (2001),2001,/wiki/Thirteen_Ghosts_(2001),thirteen ghosts
781,Tiki,2006,/wiki/Tiki,tiki
830,Timber Falls,2007,/wiki/Timber_Falls,timber falls
131,The Toolbox Murders (1978),1978,/wiki/The_Toolbox_Murders_(1978),toolbox murders
48,Torso,1973,/wiki/Torso,torso
144,Tourist Trap,1979,/wiki/Tourist_Trap,tourist trap
1068,The Town That Dreaded Sundown (2014),2014,/wiki/The_Town_That_Dreaded_Sundown_(2014),town that dreaded sundown
94,The Town That Dreaded Sundown (1976),1976,/wiki/The_Town_That_Dreaded_Sundown_(1976),town that dreaded sundown
1244,Toys of Terror (2020),2020,/wiki/Toys_of_Terror_(2020),toys of terror
1126,Train to Busan,2016,/wiki/Train_to_Busan,train to busan
666,Trancers 6,2002,/wiki/Trancers_6,trancers 6
864,Treevenge,2008,/wiki/Treevenge,treevenge
543,Tremors 2: Aftershocks,1996,/wiki/Tremors_2:_Aftershocks,tremors 2 aftershocks
642,Tremors 3: Back to Perfection,2001,/wiki/Tremors_3:_Back_to_Perfection,tremors 3 back to perfection
706,Tremors 4: The Legend Begins,2004,/wiki/Tremors_4:_The_Legend_Begins,tremors 4 legend begins
1245,Tremors: Shrieker Island,2020,/wiki/Tremors:_Shrieker_Island,tremors shrieker island
831,Trick 'r Treat,2007,/wiki/Trick_%27r_Treat,trick r treat
79,Trilogy of Terror,1975,/wiki/Trilogy_of_Terror,trilogy of terror
544,Trilogy of Terror II,1996,/wiki/Trilogy_of_Terror_II,trilogy of terror ii
780,The Tripper,2006,/wiki/The_Tripper,tripper
7,Trog,1970,/wiki/Trog,trog
322,Troll,1986,/wiki/Troll,troll
455,Troll 2,1990,/wiki/Troll_2,troll 2
566,Trucks (TV 1997),1997,/wiki/Trucks_(TV_1997),trucks tv
1193,Truth or Dare,2018,/wiki/Truth_or_Dare,truth or dare
934,Tucker & Dale vs. Evil,2010,/wiki/Tucker_%26_Dale_vs._Evil,tucker dale vs evil
782,Turistas,2006,/wiki/Turistas,turistas
1246,The Turning,2020,/wiki/The_Turning,turning
260,Twilight Zone: The Movie,1983,/wiki/Twilight_Zone:_The_Movie,twilight zone movie
456,Two Evil Eyes,1990,/wiki/Two_Evil_Eyes,two evil eyes
904,The Unborn,2009,/wiki/The_Unborn,unborn
111,The Uncanny,1977,/wiki/The_Uncanny,uncanny
1009,Under the Bed,2012,/wiki/Under_the_Bed,under bed
963,Underground (2011),2011,/wiki/Underground_(2011),underground
1247,Underwater (2020),2020,/wiki/Underwater_(2020),underwater
681,Underworld,2003,/wiki/Underworld,underworld
1010,Underworld: Awakening,2012,/wiki/Underworld:_Awakening,underworld awakening
1127,Underworld: Blood Wars,2016,/wiki/Underworld:_Blood_Wars,underworld blood wars
783,Underworld: Evolution,2006,/wiki/Underworld:_Evolution,underworld evolution
905,Underworld: Rise of the Lycans,2009,/wiki/Underworld:_Rise_of_the_Lycans,underworld rise of lycans
1092,Unfriended,2015,/wiki/Unfriended,unfriended
1194,Unfriended: Dark Web,2018,/wiki/Unfriended:_Dark_Web,unfriended dark web
239,Unhinged,1982,/wiki/Unhinged,unhinged
392,Uninvited (1988),1988,/wiki/Uninvited_(1988),uninvited
1125,The Unkindness of Ravens,2016,/wiki/The_Unkindness_of_Ravens,unkindness of ravens
358,Until Death,1987,/wiki/Until_Death,until death
585,Urban Legend,1998,/wiki/Urban_Legend,urban legend
740,Urban Legends: Bloody Mary,2005,/wiki/Urban_Legends:_Bloody_Mary,urban legends bloody mary
1224,Us (2019),2019,/wiki/Us_(2019),us
1011,V/H/S,2012,/wiki/V/H/S,v h s
1037,V/H/S 2,2013,/wiki/V/H/S_2,v h s 2
1069,V/H/S: Viral,2014,/wiki/V/H/S:_Viral,v h s viral
784,The V Word,2006,/wiki/The_V_Word,v word
741,Vampire Bats,2005,/wiki/Vampire_Bats,vampire bats
30,Vampire Circus,1972,/wiki/Vampire_Circus,vampire circus
567,Vampire Journals,1997,/wiki/Vampire_Journals,vampire journals
8,The Vampire Lovers (1970),1970,/wiki/The_Vampire_Lovers_(1970),vampire lovers
545,Vampirella,1996,/wiki/Vampirella,vampirella
1218,The Vampyre (2019),2019,/wiki/The_Vampyre_(2019),vampyre
69,Vampyres,1974,/wiki/Vampyres,vampyres
707,Van Helsing (2004),2004,/wiki/Van_Helsing_(2004),van helsing
46,The Vault of Horror,1973,/wiki/The_Vault_of_Horror,vault of horror
49,Vault of Horror,1973,/wiki/Vault_of_Horror,vault of horror
964,The VelociPastor,2011,/wiki/The_VelociPastor,velocipastor
1093,Victor Frankenstein,2015,/wiki/Victor_Frankenstein,victor frankenstein
261,Videodrome,1983,/wiki/Videodrome,videodrome
531,Village of the Damned (1995),1995,/wiki/Village_of_the_Damned_(1995),village of damned
607,Virus (1999),1999,/wiki/Virus_(1999),virus
1094,The Visit,2015,/wiki/The_Visit,visit
240,Visiting Hours,1982,/wiki/Visiting_Hours,visiting hours
742,War of the Worlds,2005,/wiki/War_of_the_Worlds,war of worlds
865,Warbirds,2008,/wiki/Warbirds,warbirds
424,Warlock,1989,/wiki/Warlock,warlock
516,Watchers 3,1994,/wiki/Watchers_3,watchers 3
132,Watership Down (1978),1978,/wiki/Watership_Down_(1978),watership down
1248,We Summon the Darkness,2020,/wiki/We_Summon_the_Darkness,we summon darkness
517,Wes Craven's New Nightmare,1994,/wiki/Wes_Craven%27s_New_Nightmare,wes cravens new nightmare
145,When a Stranger Calls (1979),1979,/wiki/When_a_Stranger_Calls_(1979),when a stranger calls
785,When a Stranger Calls (2006 film),2006,/wiki/When_a_Stranger_Calls_(2006_film),when a stranger calls 2006 film
504,When a Stranger Calls Back,1993,/wiki/When_a_Stranger_Calls_Back,when a stranger calls back
241,White Dog,1982,/wiki/White_Dog,white dog
743,White Noise,2005,/wiki/White_Noise,white noise
1038,The Wicked (2013),2013,/wiki/The_Wicked_(2013),wicked
50,The Wicker Man (1973),1973,/wiki/The_Wicker_Man_(1973),wicker man
786,Wilderness,2006,/wiki/Wilderness,wilderness
682,Willard (2003),2003,/wiki/Willard_(2003),willard
568,Wishmaster,1997,/wiki/Wishmaster,wishmaster
643,Wishmaster 3: Beyond the Gates of Hell,2001,/wiki/Wishmaster_3:_Beyond_the_Gates_of_Hell,wishmaster 3 beyond gates of hell
181,Without Warning,1980,/wiki/Without_Warning,without warning
744,Wolf Creek,2005,/wiki/Wolf_Creek,wolf creek
1070,Wolf Creek 2,2014,/wiki/Wolf_Creek_2,wolf creek 2
1039,Wolf Creek 2,2013,/wiki/Wolf_Creek_2,wolf creek 2
1071,WolfCop,2014,/wiki/WolfCop,wolfcop
218,Wolfen,1981,/wiki/Wolfen,wolfen
935,The Wolfman (2010),2010,/wiki/The_Wolfman_(2010),wolfman
965,The Woman,2011,/wiki/The_Woman,woman
1095,The Woman in Black 2: Angel of Death,2015,/wiki/The_Woman_in_Black_2:_Angel_of_Death,woman in black 2 angel of death
1040,World War Z,2013,/wiki/World_War_Z,world war z
1219,The Wretched,2019,/wiki/The_Wretched,wretched
683,Wrong Turn (2003),2003,/wiki/Wrong_Turn_(2003),wrong turn
832,Wrong Turn 2: Dead End,2007,/wiki/Wrong_Turn_2:_Dead_End,wrong turn 2 dead end
906,Wrong Turn 3: Left for Dead,2009,/wiki/Wrong_Turn_3:_Left_for_Dead,wrong turn 3 left for dead
966,Wrong Turn 4: Bloody Beginnings,2011,/wiki/Wrong_Turn_4:_Bloody_Beginnings,wrong turn 4 bloody beginnings
1012,Wrong Turn 5: Bloodlines,2012,/wiki/Wrong_Turn_5:_Bloodlines,wrong turn 5 bloodlines
1072,Wrong Turn 6: Last Resort,2014,/wiki/Wrong_Turn_6:_Last_Resort,wrong turn 6 last resort
242,Xtro,1982,/wiki/Xtro,xtro
532,Xtro 3: Watch the Skies,1995,/wiki/Xtro_3:_Watch_the_Skies,xtro 3 watch skies
475,Xtro II: The Second Encounter,1991,/wiki/Xtro_II:_The_Second_Encounter,xtro ii second encounter
1249,You Should Have Left,2020,/wiki/You_Should_Have_Left,you should have left
31,You'll Like My Mother,1972,/wiki/You%27ll_Like_My_Mother,youll like my mother
70,Young Frankenstein,1974,/wiki/Young_Frankenstein,young frankenstein
967,You're Next (2011),2011,/wiki/You%27re_Next_(2011),youre next
133,Zoltan: Hound of Dracula,1978,/wiki/Zoltan:_Hound_of_Dracula,zoltan hound of dracula
146,Zombi 2,1979,/wiki/Zombi_2,zombi 2
393,Zombi 3,1988,/wiki/Zombi_3,zombi 3
907,Zombieland,2009,/wiki/Zombieland,zombieland
1225,Zombieland: Double Tap,2019,/wiki/Zombieland:_Double_Tap,zombieland double tap
